Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,11,34.0,252.0,125.0,212.0,640.0,11-1-0,12
2,225,33.0,300.0,155.0,321.0,640.0,10-2-0,12
3,1391,30.0,246.0,135.0,155.0,665.0,7-4-1,12
4,5404,29.0,230.0,125.0,264.0,625.0,8-4-0,12
5,193,29.0,218.0,165.0,149.0,680.0,7-4-1,12
6,708,28.0,270.0,220.0,187.0,610.0,7-5-0,12
7,2095,28.0,252.0,150.0,114.0,665.0,9-3-0,12
8,4454,28.0,246.0,150.0,190.0,635.0,7-5-0,12
9,1218,27.0,292.0,145.0,229.0,640.0,7-5-0,12
10,203,27.0,262.0,125.0,194.0,655.0,6-5-1,12
11,272,26.0,240.0,155.0,139.0,615.0,7-5-0,12
12,3974,25.0,300.0,170.0,200.0,670.0,7-5-0,12
13,4637,25.0,230.0,110.0,88.0,610.0,6-5-1,12
14,4342,25.0,210.0,140.0,136.0,585.0,5-5-2,12
15,2234,23.0,270.0,145.0,86.0,685.0,5-6-1,12
16,709,23.0,218.0,140.0,86.0,610.0,6-6-0,12
17,423,23.0,214.0,120.0,98.0,580.0,6-6-0,12
18,103,22.0,220.0,170.0,138.0,570.0,5-6-1,12
19,321,22.0,174.0,115.0,135.0,545.0,5-5-2,12
20,1168,22.0,154.0,145.0,69.0,620.0,5-7-0,12
21,293,21.0,184.0,115.0,135.0,555.0,6-5-1,12
22,1712,20.0,186.0,130.0,116.0,565.0,4-6-2,12
23,484,19.0,242.0,130.0,106.0,555.0,5-7-0,12
24,1495,19.0,228.0,140.0,69.0,590.0,4-7-1,12
25,219,17.0,200.0,140.0,92.0,575.0,3-7-2,12
26,3929,16.0,260.0,130.0,79.0,610.0,4-8-0,12
27,433,16.0,240.0,120.0,108.0,580.0,4-8-0,12
28,1370,16.0,216.0,90.0,146.0,580.0,3-9-0,12
29,4373,16.0,146.0,120.0,83.0,550.0,3-8-1,12
30,304,13.0,202.0,140.0,94.0,575.0,2-10-0,12
31,136,12.0,172.0,85.0,78.0,485.0,3-8-1,12
