Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,103,9,0,0,9,18.00,50.44,116
2,1153,9,0,0,9,18.00,42.44,104
3,378,8,1,0,9,16.00,43.22,106
4,223,7,2,0,9,14.00,48.66,88
5,222,7,2,0,9,14.00,47.88,92
6,1279,7,2,0,9,14.00,46.55,118
7,11,7,2,0,9,14.00,45.44,106
8,1391,7,2,0,9,14.00,45.00,118
9,1507,7,2,0,9,14.00,41.33,102
10,395,6,2,1,9,13.00,48.44,107
11,204,6,3,0,9,12.00,52.00,85
12,816,6,3,0,9,12.00,48.55,92
13,272,6,3,0,9,12.00,44.00,110
14,484,6,3,0,9,12.00,42.44,92
15,250,5,4,0,9,10.00,48.22,74
16,2729,5,4,0,9,10.00,46.77,86
17,1791,5,4,0,9,10.00,42.88,116
18,1089,5,4,0,9,10.00,41.33,94
19,1370,5,4,0,9,10.00,35.77,83
20,433,5,4,0,9,10.00,35.66,86
21,1923,4,4,1,9,9.00,58.00,87
22,834,4,4,1,9,9.00,45.44,92
23,304,4,4,1,9,9.00,40.66,102
24,87,4,4,1,9,9.00,36.00,89
25,56,4,5,0,9,8.00,48.66,92
26,1143,4,5,0,9,8.00,46.22,107
27,316,4,5,0,9,8.00,44.00,88
28,1027,4,5,0,9,8.00,43.33,86
29,1495,4,5,0,9,8.00,42.22,109
30,321,4,5,0,9,8.00,39.00,77
31,708,4,5,0,9,8.00,38.66,88
32,809,4,5,0,9,8.00,38.55,80
33,365,4,5,0,9,8.00,38.33,106
34,2229,4,5,0,9,8.00,38.00,88
35,1403,4,5,0,9,8.00,34.44,106
36,104,3,5,1,9,7.00,50.00,83
37,284,3,5,1,9,7.00,46.22,110
38,2559,3,5,1,9,7.00,41.11,76
39,486,3,5,1,9,7.00,40.22,86
40,84,3,6,0,9,6.00,54.00,83
41,224,3,6,0,9,6.00,42.55,73
42,896,3,6,0,9,6.00,41.33,118
43,357,3,6,0,9,6.00,39.22,77
44,1647,3,6,0,9,6.00,38.66,80
45,423,3,6,0,9,6.00,38.44,104
46,1634,3,6,0,9,6.00,36.00,80
47,709,3,6,0,9,6.00,34.66,72
48,509,2,6,1,9,5.00,36.88,88
49,293,2,6,1,9,5.00,36.22,81
50,341,2,7,0,9,4.00,42.00,107
51,2607,2,7,0,9,4.00,34.00,74
52,2539,1,8,0,9,2.00,42.88,70
53,225,0,8,1,9,1.00,41.55,73
