Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,1058,2.7000000000000002,3449.0,844.0,1740.0,1350.0,94.0,9-1-0,10
2,225,2.7000000000000002,3395.0,824.0,1480.0,1300.0,410.0,8-2-0,10
3,67,2.6000000000000001,3301.0,803.0,1680.0,1350.0,91.0,9-1-0,10
4,245,2.3999999999999999,3471.0,703.0,1520.0,1450.0,171.0,8-2-0,10
5,2611,2.2999999999999998,3153.0,555.0,1660.0,1300.0,3.0,7-2-1,10
6,217,2.2000000000000002,3165.0,679.0,1640.0,1150.0,90.0,7-3-0,10
7,1730,2.1000000000000001,3256.0,810.0,1760.0,1200.0,111.0,5-5-0,10
8,5847,2.1000000000000001,3168.0,628.0,1600.0,1300.0,23.0,7-2-1,10
9,3467,2.1000000000000001,3069.0,620.0,1460.0,1300.0,139.0,7-3-0,10
10,1880,2.0,3338.0,766.0,1560.0,1350.0,53.0,7-3-0,10
11,558,2.0,3198.0,758.0,1800.0,1150.0,13.0,5-5-0,10
12,2590,2.0,3148.0,679.0,1560.0,1250.0,123.0,7-3-0,10
13,222,2.0,3061.0,611.0,1620.0,1200.0,61.0,6-4-0,10
14,6344,1.8999999999999999,3344.0,773.0,1720.0,1300.0,74.0,5-5-0,10
15,2834,1.8999999999999999,3279.0,742.0,1660.0,1300.0,84.0,6-4-0,10
16,188,1.8999999999999999,3278.0,777.0,1640.0,1350.0,53.0,6-4-0,10
17,1025,1.8999999999999999,3187.0,587.0,1620.0,1300.0,57.0,6-4-0,10
18,5172,1.8999999999999999,3175.0,681.0,1400.0,1250.0,345.0,6-4-0,10
19,4779,1.8999999999999999,3159.0,646.0,1640.0,1200.0,54.0,5-4-1,10
20,1111,1.8999999999999999,3065.0,639.0,1640.0,1200.0,15.0,6-4-0,10
21,70,1.8999999999999999,2947.0,739.0,1540.0,1100.0,152.0,6-4-0,10
22,3539,1.8,3188.0,549.0,1640.0,1250.0,63.0,5-5-0,10
23,1325,1.8,3140.0,644.0,1640.0,1250.0,25.0,5-4-1,10
24,1075,1.8,3130.0,725.0,1620.0,1250.0,85.0,5-5-0,10
25,1721,1.8,3105.0,682.0,1520.0,1300.0,110.0,6-4-0,10
26,4926,1.8,3099.0,613.0,1540.0,1250.0,99.0,6-4-0,10
27,3770,1.8,3067.0,589.0,1480.0,1250.0,157.0,6-4-0,10
28,1810,1.8,3027.0,614.0,1540.0,1250.0,87.0,5-5-0,10
29,1987,1.7,3130.0,690.0,1660.0,1250.0,10.0,5-5-0,10
