Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1023,37.0,246.0,195.0,210.0,630.0,12-0-0,12
2,27,34.0,310.0,145.0,290.0,660.0,10-2-0,12
3,5050,33.0,258.0,180.0,265.0,605.0,10-2-0,12
4,1250,30.0,178.0,160.0,179.0,570.0,8-4-0,12
5,503,28.0,240.0,165.0,191.0,575.0,7-5-0,12
6,6190,27.0,280.0,130.0,150.0,630.0,7-4-1,12
7,308,27.0,244.0,155.0,188.0,560.0,9-3-0,12
8,548,27.0,238.0,180.0,175.0,620.0,8-4-0,12
9,1188,26.0,265.0,145.0,138.0,590.0,8-4-0,12
10,2832,25.0,257.0,175.0,109.0,605.0,6-6-0,12
11,3641,24.0,263.0,105.0,165.0,570.0,7-5-0,12
12,3548,24.0,244.0,155.0,159.0,605.0,6-6-0,12
13,3414,23.0,254.0,110.0,132.0,565.0,7-5-0,12
14,6089,22.0,197.0,110.0,103.0,520.0,7-5-0,12
15,2620,21.0,234.0,105.0,140.0,540.0,6-6-0,12
16,5695,21.0,168.0,135.0,68.0,530.0,6-6-0,12
17,5708,20.0,198.0,105.0,138.0,520.0,6-5-1,12
18,5144,20.0,156.0,120.0,102.0,495.0,6-5-1,12
19,3547,19.0,238.0,120.0,125.0,590.0,6-6-0,12
20,3542,19.0,226.0,135.0,163.0,560.0,5-7-0,12
21,5907,19.0,224.0,120.0,129.0,515.0,6-6-0,12
22,6152,19.0,222.0,115.0,65.0,535.0,5-7-0,12
23,5853,19.0,214.0,120.0,119.0,560.0,5-7-0,12
24,5531,19.0,214.0,110.0,94.0,535.0,6-6-0,12
25,5217,19.0,200.0,130.0,66.0,545.0,6-5-1,12
26,302,19.0,196.0,190.0,105.0,530.0,6-6-0,12
27,313,19.0,194.0,125.0,70.0,550.0,5-7-0,12
28,2960,18.0,270.0,135.0,91.0,590.0,6-6-0,12
29,314,18.0,202.0,140.0,132.0,545.0,4-8-0,12
30,4768,17.0,188.0,160.0,62.0,550.0,4-8-0,12
31,5066,17.0,158.0,140.0,107.0,515.0,4-8-0,12
32,5530,16.0,142.0,145.0,96.0,515.0,4-8-0,12
33,240,16.0,142.0,130.0,81.0,490.0,4-7-1,12
34,4390,15.0,198.0,110.0,67.0,515.0,5-7-0,12
35,6116,15.0,160.0,125.0,77.0,490.0,4-8-0,12
36,2224,14.0,166.0,90.0,67.0,415.0,5-5-0,12
37,4405,12.0,210.0,110.0,37.0,505.0,3-8-1,12
38,6150,12.0,204.0,75.0,86.0,535.0,3-9-0,12
39,5533,11.0,244.0,90.0,71.0,525.0,3-9-0,12
40,5225,10.0,120.0,90.0,34.0,470.0,2-10-0,12
