Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2485,20.00,580.00,541.00,260.00,505.00,10-1-0,0,11
2,2122,19.00,480.00,560.00,380.00,370.00,9-1-1,0,11
3,1717,18.00,480.00,477.00,160.00,450.00,9-2-0,0,11
4,399,17.00,470.00,575.00,230.00,348.00,8-2-1,0,11
5,987,16.00,540.00,505.00,180.00,466.00,8-3-0,0,11
6,3255,16.00,440.00,551.00,240.00,394.00,8-3-0,0,11
7,3309,16.00,410.00,430.00,250.00,348.00,8-3-0,0,11
8,60,16.00,350.00,507.00,200.00,333.00,8-3-0,0,11
9,2102,16.00,310.00,510.00,190.00,461.00,8-3-0,0,11
10,3476,14.00,500.00,436.00,250.00,622.00,7-4-0,0,11
11,4,14.00,490.00,401.00,130.00,327.00,7-4-0,0,11
12,3245,14.00,410.00,525.00,240.00,391.00,7-4-0,0,11
13,4146,14.00,370.00,511.00,210.00,242.00,7-4-0,0,11
14,2403,14.00,360.00,426.00,160.00,319.00,7-4-0,0,11
15,1572,14.00,350.00,516.00,230.00,258.00,7-4-0,0,11
16,988,14.00,180.00,476.00,170.00,352.00,7-4-0,0,11
17,1165,13.00,380.00,540.00,240.00,354.00,6-4-1,0,11
18,3598,12.00,430.00,535.00,160.00,247.00,6-5-0,0,11
19,1538,12.00,400.00,586.00,240.00,311.00,6-5-0,0,11
20,2486,12.00,400.00,435.00,280.00,402.00,6-5-0,0,11
21,3288,12.00,380.00,476.00,180.00,329.00,6-5-0,0,11
22,2478,12.00,280.00,386.00,240.00,397.00,6-5-0,0,11
23,3019,11.00,340.00,445.00,190.00,375.00,5-5-1,0,11
24,4322,10.00,390.00,346.00,90.00,275.00,5-6-0,0,11
25,4276,10.00,360.00,542.00,200.00,395.00,5-6-0,0,11
26,3473,10.00,320.00,380.00,120.00,278.00,5-6-0,0,11
27,3011,10.00,300.00,412.00,130.00,325.00,5-6-0,0,11
28,4800,10.00,290.00,425.00,150.00,184.00,5-6-0,0,11
29,4962,10.00,280.00,436.00,170.00,269.00,5-6-0,0,11
30,3009,10.00,170.00,458.00,150.00,233.00,5-6-0,0,11
31,1631,10.00,160.00,361.00,150.00,334.00,5-6-0,0,11
32,2034,10.00,150.00,335.00,150.00,429.00,5-6-0,0,11
33,2493,10.00,130.00,251.00,130.00,406.00,5-6-0,0,11
34,1661,9.00,210.00,440.00,170.00,252.00,4-6-1,0,11
35,1726,8.00,400.00,446.00,130.00,289.00,4-7-0,0,11
36,3965,8.00,390.00,466.00,170.00,296.00,4-7-0,0,11
37,1266,8.00,360.00,485.00,130.00,317.00,4-7-0,0,11
38,1197,8.00,260.00,431.00,160.00,358.00,4-7-0,0,11
39,3577,8.00,250.00,402.00,160.00,399.00,4-7-0,0,11
40,3187,8.00,230.00,374.00,130.00,409.00,4-7-0,0,11
41,4792,8.00,230.00,296.00,110.00,213.00,4-7-0,0,11
42,5012,7.00,300.00,405.00,150.00,334.00,3-7-1,0,11
43,3501,6.00,450.00,446.00,50.00,403.00,3-8-0,0,11
44,1515,6.00,290.00,452.00,170.00,148.00,3-8-0,0,11
45,687,6.00,250.00,361.00,120.00,218.00,3-8-0,0,11
46,4160,6.00,240.00,358.00,110.00,292.00,3-8-0,0,11
47,2429,6.00,130.00,318.00,70.00,423.00,3-8-0,0,11
48,5049,4.00,150.00,373.00,90.00,319.00,2-9-0,0,11
49,4470,4.00,120.00,340.00,140.00,293.00,2-9-0,0,11
50,585,4.00,100.00,301.00,100.00,295.00,2-9-0,0,11
