Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1024,36.0,216.0,160.0,307.0,580.0,11-1-0,12
2,1747,35.0,346.0,125.0,344.0,625.0,10-2-0,12
3,3559,33.0,232.0,150.0,147.0,680.0,10-2-0,12
4,1501,32.0,280.0,125.0,347.0,615.0,10-2-0,12
5,1701,31.0,248.0,130.0,201.0,620.0,7-5-0,12
6,3936,31.0,240.0,135.0,184.0,625.0,9-3-0,12
7,3940,28.0,214.0,165.0,176.0,575.0,7-5-0,12
8,868,28.0,204.0,140.0,174.0,580.0,7-5-0,12
9,292,27.0,230.0,145.0,185.0,595.0,7-5-0,12
10,3357,27.0,198.0,150.0,134.0,570.0,8-4-0,12
11,135,26.0,236.0,180.0,171.0,610.0,7-5-0,12
12,4982,25.0,226.0,140.0,232.0,540.0,8-4-0,12
13,4103,24.0,248.0,165.0,186.0,610.0,6-6-0,12
14,2171,24.0,214.0,165.0,147.0,580.0,6-6-0,12
15,45,24.0,186.0,70.0,163.0,555.0,7-5-0,12
16,461,23.0,174.0,110.0,179.0,520.0,8-4-0,12
17,1741,22.0,236.0,125.0,156.0,625.0,4-8-0,12
18,2360,22.0,168.0,115.0,163.0,555.0,6-6-0,12
19,3180,22.0,158.0,100.0,103.0,545.0,6-6-0,12
20,829,21.0,224.0,120.0,155.0,570.0,5-7-0,12
21,3176,21.0,224.0,120.0,94.0,655.0,5-7-0,12
22,447,21.0,210.0,115.0,172.0,535.0,6-6-0,12
23,5188,21.0,150.0,135.0,134.0,545.0,5-7-0,12
24,1646,20.0,258.0,120.0,152.0,595.0,6-6-0,12
25,4272,20.0,202.0,140.0,157.0,525.0,7-5-0,12
26,3494,20.0,108.0,95.0,111.0,500.0,6-6-0,12
27,3147,19.0,228.0,165.0,140.0,545.0,6-6-0,12
28,5403,19.0,222.0,145.0,121.0,590.0,4-8-0,12
29,4926,18.0,118.0,85.0,111.0,510.0,5-7-0,12
30,4824,17.0,158.0,120.0,126.0,535.0,4-8-0,12
31,3865,16.0,220.0,100.0,125.0,570.0,4-8-0,12
32,4791,16.0,194.0,80.0,107.0,550.0,4-8-0,12
33,2197,15.0,152.0,90.0,116.0,455.0,4-8-0,12
34,2909,14.0,188.0,90.0,99.0,550.0,3-9-0,12
35,4485,14.0,138.0,105.0,128.0,510.0,3-9-0,12
36,68,13.0,182.0,100.0,120.0,570.0,2-10-0,12
37,5402,13.0,108.0,105.0,109.0,480.0,3-9-0,12
38,4846,11.0,164.0,85.0,102.0,465.0,2-9-0,12
