Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,121,8,0,0,8,16,48.37,124
2,1100,7,1,0,8,14,54,124
3,694,7,1,0,8,14,46.75,110
4,175,7,1,0,8,14,46.5,115
5,177,6,2,0,8,12,56.75,96
6,126,6,2,0,8,12,51.5,97
7,1073,6,2,0,8,12,50,103
8,1155,6,2,0,8,12,47.5,103
9,1592,6,2,0,8,12,46.87,92
10,230,6,2,0,8,12,45.75,77
11,61,6,2,0,8,12,45.37,99
12,176,5,2,1,8,11,41,84
13,2877,5,3,0,8,10,58,110
14,48,5,3,0,8,10,51.62,86
15,236,5,3,0,8,10,50.12,121
16,716,5,3,0,8,10,49.25,88
17,20,5,3,0,8,10,49,96
18,95,5,3,0,8,10,40.25,102
19,2523,5,3,0,8,10,37.87,115
20,743,4,3,1,8,9,47,84
21,1071,4,3,1,8,9,45.5,84
22,178,4,4,0,8,8,53,115
23,2228,4,4,0,8,8,51.87,74
24,1403,4,4,0,8,8,49.37,80
25,1124,4,4,0,8,8,45.25,124
26,241,4,4,0,8,8,43.5,121
27,2064,4,4,0,8,8,43.25,86
28,1699,4,4,0,8,8,42.37,123
29,228,4,4,0,8,8,42.37,78
30,1740,4,4,0,8,8,42,77
31,335,4,4,0,8,8,41.12,102
32,839,4,4,0,8,8,39.5,64
33,1493,4,4,0,8,8,38.25,78
34,433,4,4,0,8,8,37.75,64
35,157,3,4,1,8,7,55.37,80
36,237,3,4,1,8,7,44.62,79
37,1784,3,4,1,8,7,39.87,84
38,663,3,5,0,8,6,51.5,84
39,639,3,5,0,8,6,50.87,103
40,2862,3,5,0,8,6,48.5,81
41,1902,3,5,0,8,6,47.87,97
42,195,3,5,0,8,6,47.5,101
43,999,3,5,0,8,6,46.62,74
44,173,3,5,0,8,6,46.5,99
45,181,3,5,0,8,6,45.25,77
46,500,3,5,0,8,6,44.87,72
47,2168,3,5,0,8,6,44.75,86
48,549,3,5,0,8,6,44.62,72
49,1687,3,5,0,8,6,43.62,96
50,571,3,5,0,8,6,40.37,82
51,2067,3,5,0,8,6,39.87,88
52,2265,3,5,0,8,6,39.25,121
53,2785,3,5,0,8,6,38.87,79
54,558,2,6,0,8,4,48.37,101
55,2170,2,6,0,8,4,48.12,123
56,2497,2,6,0,8,4,33.25,110
57,1991,1,7,0,8,2,49.37,75
58,1665,1,7,0,8,2,42.75,68
59,3104,1,7,0,8,2,37.5,78
60,2836,0,8,0,8,0,50.75,75
