Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2337,20.00,890.00,429.00,100.00,364.00,10-2-0,0,12
2,3539,20.00,760.00,665.00,170.00,471.00,10-2-0,0,12
3,910,20.00,730.00,582.00,300.00,229.00,10-2-0,0,12
4,469,20.00,720.00,488.00,140.00,394.00,10-2-0,0,12
5,33,20.00,690.00,617.00,180.00,463.00,10-2-0,0,12
6,3534,18.00,600.00,534.00,260.00,379.00,9-3-0,0,12
7,217,18.00,540.00,555.00,180.00,363.00,9-3-0,0,12
8,2960,16.00,560.00,487.00,210.00,470.00,8-4-0,0,12
9,818,16.00,510.00,403.00,210.00,310.00,8-4-0,0,12
10,453,16.00,320.00,473.00,320.00,230.00,8-4-0,0,12
11,3538,14.00,600.00,451.00,70.00,377.00,7-5-0,0,12
12,4130,14.00,510.00,535.00,80.00,328.00,7-5-0,0,12
13,245,14.00,480.00,436.00,220.00,289.00,7-5-0,0,12
14,5201,14.00,430.00,490.00,160.00,213.00,7-5-0,0,12
15,5046,14.00,360.00,472.00,140.00,249.00,7-5-0,0,12
16,5197,14.00,330.00,483.00,110.00,314.00,7-5-0,0,12
17,2832,12.00,450.00,470.00,100.00,235.00,6-6-0,0,12
18,5193,12.00,410.00,389.00,100.00,267.00,6-6-0,0,12
19,4815,12.00,350.00,333.00,110.00,234.00,6-6-0,0,12
20,4737,12.00,320.00,507.00,100.00,245.00,6-6-0,0,12
21,4961,10.00,400.00,480.00,100.00,147.00,5-7-0,0,12
22,2591,10.00,390.00,369.00,140.00,164.00,5-7-0,0,12
23,4810,10.00,380.00,384.00,160.00,114.00,5-7-0,0,12
24,1941,10.00,350.00,305.00,70.00,134.00,5-6-0,1,12
25,2673,10.00,270.00,432.00,150.00,226.00,5-7-0,0,12
26,4779,10.00,230.00,380.00,160.00,154.00,5-7-0,0,12
27,5223,10.00,190.00,373.00,160.00,297.00,5-7-0,0,12
28,226,8.00,510.00,358.00,40.00,256.00,4-8-0,0,12
29,5214,8.00,400.00,312.00,170.00,214.00,4-8-0,0,12
30,3398,8.00,330.00,401.00,120.00,332.00,4-8-0,0,12
31,5048,8.00,330.00,378.00,170.00,191.00,4-8-0,0,12
32,3302,8.00,290.00,358.00,130.00,215.00,4-8-0,0,12
33,2224,8.00,220.00,468.00,160.00,164.00,4-8-0,0,12
34,5226,8.00,220.00,405.00,120.00,112.00,4-8-0,0,12
35,4507,8.00,220.00,347.00,180.00,260.00,4-8-0,0,12
36,2604,8.00,150.00,368.00,110.00,248.00,4-8-0,0,12
37,5053,6.00,360.00,329.00,120.00,272.00,3-9-0,0,12
38,4811,6.00,260.00,383.00,170.00,157.00,3-9-0,0,12
39,4854,6.00,170.00,296.00,100.00,126.00,3-9-0,0,12
40,322,4.00,240.00,363.00,130.00,198.00,2-10-0,0,12
