Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2974,34.0,188.0,125.0,172.0,610.0,11-1-0,12
2,4516,31.0,230.0,130.0,85.0,585.0,10-1-1,12
3,1771,30.0,196.0,135.0,89.0,600.0,10-2-0,12
4,5632,28.0,204.0,130.0,41.0,635.0,8-4-0,12
5,4189,27.0,198.0,140.0,35.0,575.0,9-3-0,12
6,5132,26.0,210.0,120.0,73.0,585.0,9-3-0,12
7,4749,26.0,190.0,120.0,78.0,600.0,8-4-0,12
8,4910,26.0,188.0,125.0,47.0,585.0,8-4-0,12
9,5608,26.0,124.0,125.0,62.0,540.0,8-4-0,12
10,5004,21.0,242.0,135.0,44.0,630.0,6-6-0,12
11,5482,21.0,194.0,115.0,51.0,575.0,5-6-1,12
12,832,21.0,166.0,115.0,70.0,570.0,6-6-0,12
13,1127,20.0,170.0,75.0,28.0,455.0,6-5-1,12
14,3694,20.0,168.0,75.0,42.0,550.0,6-6-0,12
15,6023,18.0,130.0,105.0,37.0,475.0,5-6-1,12
16,5074,17.0,168.0,90.0,34.0,445.0,5-7-0,12
17,3265,17.0,138.0,95.0,53.0,490.0,4-8-0,12
18,4193,16.0,134.0,95.0,35.0,430.0,5-6-1,12
19,3573,15.0,150.0,95.0,36.0,440.0,5-7-0,12
20,1683,14.0,158.0,105.0,56.0,475.0,4-7-1,12
21,1311,13.0,182.0,95.0,46.0,505.0,4-8-0,12
22,4080,12.0,170.0,100.0,23.0,475.0,3-9-0,12
23,5812,12.0,114.0,75.0,26.0,345.0,4-8-0,12
24,4195,10.0,110.0,65.0,61.0,325.0,3-7-0,12
25,5594,10.0,100.0,65.0,38.0,345.0,3-7-0,12
26,1414,9.0,132.0,75.0,29.0,450.0,2-10-0,12
27,5900,4.0,114.0,90.0,26.0,410.0,1-11-0,12
