Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4063,1.7,2351.0,556.0,1220.0,750.0,11.0,8-1-1,10
2,5410,1.6000000000000001,2414.0,742.0,1240.0,950.0,9.0,8-2-0,10
3,4206,1.6000000000000001,2284.0,438.0,1260.0,850.0,4.0,8-2-0,10
4,4734,1.6000000000000001,2266.0,310.0,1020.0,1050.0,1.0,8-2-0,10
5,5572,1.6000000000000001,2197.0,505.0,1120.0,750.0,2.0,8-2-0,10
6,457,1.5,2355.0,440.0,1060.0,1100.0,0.0,7-2-1,10
7,6155,1.3999999999999999,2209.0,389.0,1120.0,750.0,9.0,7-3-0,10
8,3035,1.3999999999999999,2201.0,370.0,1080.0,900.0,1.0,7-3-0,10
9,3103,1.3999999999999999,2169.0,379.0,1240.0,700.0,4.0,7-3-0,10
10,3345,1.3999999999999999,2098.0,445.0,940.0,800.0,8.0,7-3-0,10
11,2158,1.3,2245.0,370.0,1120.0,900.0,0.0,6-3-1,10
12,4610,1.3,2098.0,380.0,920.0,900.0,3.0,6-3-1,10
13,3335,1.2,2336.0,556.0,1180.0,800.0,1.0,6-4-0,10
14,6664,1.2,2017.0,572.0,1100.0,600.0,7.0,6-4-0,10
15,5986,1.2,2015.0,445.0,1140.0,550.0,5.0,6-4-0,10
16,5981,1.2,2000.0,475.0,920.0,850.0,5.0,6-3-0,10
17,3847,1.2,1871.0,426.0,980.0,650.0,1.0,6-4-0,10
18,5960,1.1000000000000001,2232.0,320.0,1100.0,800.0,2.0,5-4-1,10
19,3834,1.1000000000000001,1654.0,448.0,1060.0,400.0,4.0,5-4-1,10
20,231,1.0,2329.0,605.0,1280.0,900.0,9.0,5-5-0,10
21,5908,1.0,2155.0,320.0,1100.0,850.0,5.0,5-5-0,10
22,4587,1.0,2150.0,278.0,1160.0,700.0,20.0,5-5-0,10
23,3481,1.0,2127.0,387.0,1080.0,800.0,2.0,5-5-0,10
24,4639,1.0,1889.0,370.0,1000.0,650.0,19.0,5-5-0,10
25,6733,1.0,1881.0,419.0,1140.0,550.0,6.0,5-5-0,10
26,6321,1.0,1845.0,300.0,860.0,750.0,0.0,5-5-0,10
27,5754,1.0,1827.0,257.0,1040.0,550.0,2.0,5-5-0,10
28,5503,1.0,1794.0,394.0,860.0,600.0,9.0,5-5-0,10
29,5681,1.0,1790.0,460.0,840.0,750.0,0.0,5-3-0,10
30,5103,0.90000000000000002,1742.0,197.0,980.0,550.0,2.0,4-5-1,10
31,6377,0.80000000000000004,2005.0,381.0,1080.0,750.0,5.0,4-6-0,10
32,3679,0.80000000000000004,1841.0,305.0,980.0,650.0,6.0,4-6-0,10
33,2190,0.80000000000000004,1730.0,315.0,980.0,550.0,0.0,4-6-0,10
34,6306,0.80000000000000004,1658.0,255.0,920.0,500.0,3.0,4-6-0,10
35,2969,0.80000000000000004,1592.0,361.0,960.0,500.0,2.0,4-6-0,10
36,5726,0.69999999999999996,1746.0,355.0,1120.0,400.0,1.0,3-6-1,10
37,3561,0.59999999999999998,1798.0,381.0,920.0,600.0,3.0,3-7-0,10
38,3029,0.59999999999999998,1732.0,490.0,1000.0,550.0,2.0,3-7-0,10
39,4378,0.59999999999999998,1666.0,360.0,1040.0,500.0,1.0,3-7-0,10
40,3240,0.59999999999999998,1525.0,245.0,960.0,350.0,0.0,3-7-0,10
41,3350,0.59999999999999998,1502.0,365.0,880.0,450.0,2.0,3-7-0,10
42,5930,0.5,1889.0,366.0,1200.0,450.0,9.0,2-7-1,10
43,4597,0.5,1786.0,301.0,980.0,550.0,6.0,2-7-1,10
44,653,0.5,1531.0,316.0,840.0,550.0,6.0,2-5-1,10
45,6684,0.20000000000000001,1450.0,365.0,920.0,350.0,0.0,1-8-0,10
46,6315,0.20000000000000001,1398.0,250.0,780.0,500.0,8.0,1-8-0,10
47,6180,0.20000000000000001,1206.0,156.0,700.0,350.0,1.0,1-7-0,10
48,6126,0.10000000000000001,1765.0,285.0,1060.0,500.0,5.0,0-9-1,10
