Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,33,22.00,320.00,580.00,210.00,704.00,11-1-0,0,12
2,3604,22.00,160.00,335.00,130.00,489.00,11-1-0,0,12
3,107,18.00,320.00,371.00,290.00,634.00,9-3-0,0,12
4,573,18.00,220.00,300.00,220.00,501.00,9-3-0,0,12
5,3548,18.00,210.00,275.00,130.00,477.00,9-3-0,0,12
6,51,18.00,160.00,370.00,70.00,723.00,9-3-0,0,12
7,2960,16.00,220.00,340.00,200.00,485.00,8-4-0,0,12
8,3620,16.00,200.00,366.00,100.00,618.00,8-4-0,0,12
9,3098,16.00,140.00,335.00,130.00,705.00,8-4-0,0,12
10,835,16.00,130.00,235.00,100.00,352.00,8-4-0,0,12
11,862,14.00,350.00,318.00,110.00,380.00,7-5-0,0,12
12,3414,14.00,240.00,360.00,130.00,668.00,7-5-0,0,12
13,4384,14.00,230.00,272.00,190.00,457.00,7-5-0,0,12
14,247,14.00,140.00,275.00,100.00,593.00,7-5-0,0,12
15,1,12.00,220.00,286.00,70.00,509.00,6-6-0,0,12
16,1250,12.00,200.00,265.00,150.00,322.00,6-6-0,0,12
17,4405,12.00,160.00,366.00,130.00,259.00,6-6-0,0,12
18,3547,12.00,110.00,342.00,80.00,436.00,6-6-0,0,12
19,5053,12.00,60.00,296.00,40.00,350.00,6-6-0,0,12
20,4380,12.00,20.00,268.00,50.00,389.00,6-6-0,0,12
21,5086,10.00,220.00,261.00,30.00,347.00,5-7-0,0,12
22,1502,10.00,180.00,280.00,110.00,259.00,5-7-0,0,12
23,1188,10.00,110.00,282.00,90.00,321.00,5-7-0,0,12
24,94,10.00,110.00,244.00,110.00,364.00,5-7-0,0,12
25,5235,10.00,110.00,236.00,110.00,267.00,5-7-0,0,12
26,4398,10.00,100.00,280.00,80.00,394.00,5-7-0,0,12
27,4840,10.00,100.00,258.00,70.00,384.00,5-7-0,0,12
28,470,10.00,90.00,217.00,60.00,487.00,5-7-0,0,12
29,5252,10.00,80.00,280.00,20.00,343.00,5-7-0,0,12
30,2474,10.00,70.00,341.00,90.00,424.00,5-7-0,0,12
31,4680,10.00,60.00,261.00,30.00,551.00,5-7-0,0,12
32,1701,10.00,60.00,255.00,20.00,651.00,5-7-0,0,12
33,5014,10.00,50.00,301.00,90.00,517.00,5-7-0,0,12
34,2224,10.00,40.00,285.00,20.00,490.00,5-7-0,0,12
35,201,8.00,180.00,340.00,160.00,278.00,4-8-0,0,12
36,5215,8.00,100.00,271.00,100.00,498.00,4-8-0,0,12
37,4854,8.00,100.00,221.00,70.00,401.00,4-8-0,0,12
38,5008,4.00,70.00,240.00,70.00,275.00,2-10-0,0,12
39,1504,2.00,60.00,280.00,40.00,220.00,1-11-0,0,12
40,2145,2.00,60.00,216.00,20.00,244.00,1-11-0,0,12
