Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1095,7,0,0,7,14.00,42.85,80
2,346,7,0,0,7,14.00,42.28,108
3,612,6,1,0,7,12.00,55.28,84
4,1413,6,1,0,7,12.00,48.00,84
5,122,6,1,0,7,12.00,44.00,92
6,116,6,1,0,7,12.00,38.57,78
7,1522,6,1,0,7,12.00,38.00,84
8,617,6,1,0,7,12.00,37.42,80
9,88,5,1,1,7,11.00,45.57,108
10,1033,5,2,0,7,10.00,51.14,74
11,422,5,2,0,7,10.00,48.42,88
12,1539,5,2,0,7,10.00,43.85,92
13,977,5,2,0,7,10.00,42.14,108
14,1541,5,2,0,7,10.00,40.42,70
15,2363,5,2,0,7,10.00,38.57,83
16,540,5,2,0,7,10.00,32.85,88
17,1137,4,2,1,7,9.00,44.42,62
18,1907,4,2,1,7,9.00,43.57,85
19,1086,4,3,0,7,8.00,47.85,79
20,2186,4,3,0,7,8.00,46.57,70
21,3072,4,3,0,7,8.00,46.42,58
22,2068,4,3,0,7,8.00,45.42,74
23,388,4,3,0,7,8.00,44.85,68
24,975,4,3,0,7,8.00,44.71,92
25,1262,4,3,0,7,8.00,44.00,66
26,435,4,3,0,7,8.00,42.85,74
27,2890,4,3,0,7,8.00,41.57,84
28,2107,4,3,0,7,8.00,37.85,80
29,2640,4,3,0,7,8.00,36.85,72
30,620,4,3,0,7,8.00,36.71,82
31,2434,4,3,0,7,8.00,36.42,76
32,1900,3,3,1,7,7.00,36.42,72
33,539,3,4,0,7,6.00,44.85,68
34,401,3,4,0,7,6.00,42.57,85
35,1915,3,4,0,7,6.00,41.14,70
36,2106,3,4,0,7,6.00,41.00,74
37,2021,3,3,0,6,6.00,39.57,79
38,1829,3,4,0,7,6.00,39.42,79
39,2642,3,4,0,7,6.00,37.57,73
40,1598,3,4,0,7,6.00,37.14,70
41,414,3,4,0,7,6.00,34.28,66
42,1793,3,4,0,7,6.00,32.71,71
43,1908,3,4,0,7,6.00,30.28,68
44,619,2,5,0,7,4.00,47.57,65
45,1599,2,5,0,7,4.00,47.42,68
46,1895,2,5,0,7,4.00,46.57,71
47,843,2,5,0,7,4.00,44.71,74
48,3079,2,5,0,7,4.00,43.71,74
49,1236,2,5,0,7,4.00,40.00,83
50,1222,2,5,0,7,4.00,37.42,54
51,2998,1,5,1,7,3.00,45.85,82
52,2108,1,5,1,7,3.00,44.28,60
53,2028,1,6,0,7,2.00,46.85,71
54,384,1,6,0,7,2.00,45.42,68
55,405,1,6,0,7,2.00,39.14,84
56,2988,1,6,0,7,2.00,34.85,70
57,1655,1,6,0,7,2.00,34.57,68
58,383,0,7,0,7,0,46.71,71
59,2074,0,7,0,7,0,31.71,50
60,2402,0,7,0,7,0,28.57,46
