Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1418,29.0,149.0,195.0,59.0,535.0,9-1-0,10
2,4242,28.0,179.0,95.0,59.0,485.0,9-0-1,10
3,5587,26.0,183.0,85.0,39.0,530.0,8-2-0,10
4,836,24.0,224.0,115.0,96.0,490.0,7-2-1,10
5,2537,24.0,221.0,115.0,29.0,520.0,7-3-0,10
6,1389,23.0,171.0,70.0,41.0,475.0,7-2-1,10
7,686,22.0,189.0,95.0,84.0,465.0,7-3-0,10
8,5115,18.0,156.0,90.0,30.0,440.0,6-4-0,10
9,4945,18.0,146.0,105.0,8.0,455.0,5-5-0,10
10,4638,17.0,183.0,100.0,32.0,415.0,6-4-0,10
11,3283,17.0,130.0,90.0,21.0,390.0,7-3-0,10
12,2186,17.0,96.0,95.0,23.0,385.0,6-4-0,10
13,1885,17.0,90.0,75.0,46.0,405.0,5-4-1,10
14,2199,16.0,116.0,90.0,24.0,390.0,6-4-0,10
15,4456,15.0,186.0,40.0,31.0,430.0,5-4-1,10
16,5569,15.0,180.0,110.0,21.0,445.0,4-5-1,10
17,2912,15.0,159.0,60.0,33.0,385.0,6-4-0,10
18,5979,15.0,108.0,70.0,24.0,295.0,5-3-0,10
19,3650,14.0,174.0,100.0,13.0,455.0,4-5-1,10
20,4821,14.0,125.0,65.0,21.0,375.0,5-5-0,10
21,2914,13.0,178.0,80.0,24.0,430.0,4-6-0,10
22,449,13.0,171.0,60.0,42.0,430.0,4-6-0,10
23,5549,13.0,154.0,70.0,30.0,345.0,5-5-0,10
24,4514,13.0,132.0,70.0,57.0,355.0,4-6-0,10
25,2900,12.0,190.0,70.0,31.0,405.0,4-5-1,10
26,3793,12.0,149.0,60.0,27.0,390.0,4-6-0,10
27,1915,11.0,130.0,65.0,32.0,350.0,3-6-1,10
28,2963,11.0,102.0,60.0,12.0,305.0,3-3-1,10
29,2849,10.0,164.0,65.0,63.0,425.0,2-7-1,10
30,3748,10.0,140.0,65.0,19.0,365.0,3-7-0,10
31,4464,10.0,112.0,85.0,45.0,355.0,3-6-0,10
32,4099,9.0,132.0,75.0,21.0,340.0,3-7-0,10
33,4949,9.0,85.0,40.0,25.0,255.0,2-4-1,10
34,5841,9.0,82.0,70.0,30.0,300.0,4-6-0,10
35,5830,8.0,92.0,60.0,8.0,295.0,3-6-0,10
36,2911,7.0,122.0,90.0,7.0,340.0,2-8-0,10
37,1446,7.0,68.0,25.0,17.0,200.0,3-4-0,10
38,2819,6.0,68.0,65.0,7.0,275.0,2-7-0,10
39,2964,4.0,86.0,35.0,12.0,225.0,1-5-0,10
