Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,291,7,1,0,8,14.00,19.00,76
2,548,7,1,0,8,14.00,8.00,72
3,1126,6,2,0,8,12.00,21.25,128
4,1766,6,2,0,8,12.00,15.50,76
5,66,6,2,0,8,12.00,12.13,76
6,1507,6,2,0,8,12.00,12.00,72
7,537,6,2,0,8,12.00,9.50,76
8,772,6,2,0,8,12.00,4.25,45
9,1038,5,2,1,8,11.00,11.75,128
10,1528,5,2,1,8,11.00,11.50,45
11,1676,5,2,1,8,11.00,3.75,66
12,378,5,3,0,8,10.00,19.13,72
13,65,5,3,0,8,10.00,10.50,94
14,2010,5,3,0,8,10.00,9.50,94
15,191,4,2,2,8,10.00,8.75,34
16,1386,5,3,0,8,10.00,8.00,76
17,1743,5,3,0,8,10.00,7.50,128
18,451,5,3,0,8,10.00,7.50,64
19,872,5,3,0,8,10.00,4.50,64
20,1872,4,3,1,8,9.00,12.13,76
21,379,4,3,1,8,9.00,10.13,76
22,1675,4,3,1,8,9.00,8.75,72
23,94,4,3,1,8,9.00,6.50,34
24,1308,4,3,1,8,9.00,4.75,34
25,48,4,3,1,8,9.00,2.50,38
26,1024,4,4,0,8,8.00,20.13,64
27,503,4,4,0,8,8.00,15.13,94
28,1270,4,3,0,7,8.00,12.25,76
29,70,4,4,0,8,8.00,10.00,72
30,1317,4,4,0,8,8.00,8.63,64
31,2077,4,4,0,8,8.00,7.25,48
32,494,4,4,0,8,8.00,5.25,68
33,158,4,4,0,8,8.00,4.25,128
34,1787,3,4,1,8,7.00,15.75,66
35,964,2,3,3,8,7.00,6.75,34
36,174,3,4,1,8,7.00,6.50,72
37,1008,3,4,1,8,7.00,6.50,64
38,1001,3,4,1,8,7.00,1.50,68
39,963,3,4,1,8,7.00,1.25,34
40,1188,3,5,0,8,6.00,11.00,64
41,1590,3,5,0,8,6.00,10.13,72
42,276,3,5,0,8,6.00,9.50,128
43,1714,3,5,0,8,6.00,9.25,94
44,63,3,5,0,8,6.00,5.38,48
45,2252,3,5,0,8,6.00,5.25,128
46,2031,2,4,2,8,6.00,3.75,64
47,1248,3,5,0,8,6.00,3.38,64
48,1286,2,5,1,8,5.00,14.13,72
49,211,2,5,1,8,5.00,9.75,32
50,1684,2,5,1,8,5.00,4.00,64
51,306,2,6,0,8,4.00,17.25,66
52,1213,2,6,0,8,4.00,7.75,64
53,1274,2,6,0,8,4.00,5.25,64
54,695,1,5,2,8,4.00,3.25,12
55,393,1,5,2,8,4.00,2.50,32
56,2172,1,6,1,8,3.00,9.13,26
57,120,1,6,1,8,3.00,1.00,2
58,1532,1,7,0,8,2.00,8.00,46
