Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5736,26.0,264.0,160.0,113.0,590.0,8-2-0,10
2,4006,26.0,220.0,145.0,243.0,475.0,7-3-0,10
3,870,26.0,204.0,140.0,258.0,510.0,7-3-0,10
4,1156,25.0,238.0,130.0,286.0,505.0,7-3-0,10
5,2638,24.0,248.0,155.0,266.0,505.0,7-3-0,10
6,329,24.0,248.0,110.0,251.0,515.0,6-4-0,10
7,287,24.0,232.0,115.0,274.0,485.0,7-3-0,10
8,810,24.0,219.0,125.0,168.0,490.0,7-3-0,10
9,1796,23.0,300.0,135.0,330.0,485.0,7-3-0,10
10,3137,23.0,212.0,125.0,109.0,515.0,7-3-0,10
11,5099,23.0,172.0,150.0,93.0,480.0,8-2-0,10
12,1468,22.0,242.0,110.0,115.0,530.0,6-4-0,10
13,5659,22.0,220.0,165.0,118.0,505.0,7-3-0,10
14,527,22.0,208.0,145.0,260.0,485.0,7-3-0,10
15,5202,21.0,250.0,85.0,111.0,530.0,7-3-0,10
16,4122,21.0,238.0,105.0,148.0,520.0,6-4-0,10
17,1635,21.0,229.0,145.0,160.0,510.0,5-5-0,10
18,271,21.0,193.0,130.0,150.0,470.0,6-4-0,10
19,2601,20.0,258.0,95.0,136.0,505.0,6-4-0,10
20,263,20.0,256.0,135.0,127.0,540.0,4-6-0,10
21,601,20.0,244.0,125.0,142.0,500.0,6-4-0,10
22,4458,20.0,243.0,145.0,119.0,470.0,6-4-0,10
23,884,20.0,236.0,140.0,141.0,485.0,6-4-0,10
24,2053,20.0,226.0,120.0,155.0,505.0,5-5-0,10
25,3171,20.0,220.0,125.0,188.0,480.0,6-4-0,10
26,3624,20.0,212.0,135.0,168.0,465.0,6-4-0,10
27,2027,18.0,240.0,115.0,121.0,485.0,6-4-0,10
28,3950,18.0,238.0,120.0,100.0,545.0,4-6-0,10
29,28,18.0,224.0,95.0,131.0,480.0,5-5-0,10
30,353,17.0,242.0,110.0,95.0,500.0,5-5-0,10
31,2875,17.0,220.0,115.0,134.0,485.0,5-5-0,10
32,2161,17.0,216.0,120.0,129.0,515.0,4-6-0,10
33,358,17.0,164.0,100.0,127.0,440.0,5-5-0,10
34,4567,16.0,244.0,145.0,150.0,485.0,5-5-0,10
35,5016,16.0,220.0,105.0,121.0,450.0,5-5-0,10
36,871,15.0,196.0,110.0,80.0,470.0,5-5-0,10
37,2487,15.0,161.0,130.0,241.0,430.0,3-7-0,10
38,569,14.0,251.0,105.0,64.0,495.0,4-6-0,10
39,545,14.0,240.0,110.0,127.0,485.0,4-6-0,10
40,533,13.0,206.0,120.0,104.0,480.0,3-7-0,10
41,1803,13.0,167.0,75.0,58.0,430.0,3-7-0,10
42,1537,12.0,194.0,140.0,126.0,455.0,3-7-0,10
43,2347,12.0,148.0,80.0,65.0,445.0,3-7-0,10
44,2872,10.0,200.0,105.0,108.0,440.0,3-7-0,10
45,1601,9.0,186.0,95.0,64.0,415.0,2-8-0,10
46,514,8.0,212.0,120.0,127.0,470.0,2-8-0,10
47,564,8.0,166.0,85.0,107.0,415.0,3-7-0,10
48,352,7.0,156.0,80.0,107.0,410.0,2-8-0,10
49,496,7.0,148.0,70.0,65.0,380.0,2-7-0,10
50,1751,6.0,140.0,65.0,91.0,405.0,1-9-0,10
51,1554,5.0,160.0,60.0,64.0,385.0,1-8-0,10
