Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,4918,22.00,240.00,378.00,250.00,521.00,11-1-0,0,12
2,2928,20.00,150.00,356.00,230.00,407.00,10-2-0,0,12
3,2522,18.00,170.00,285.00,240.00,370.00,9-3-0,0,12
4,3070,16.00,70.00,255.00,140.00,428.00,8-4-0,0,12
5,2046,14.00,260.00,235.00,220.00,454.00,7-5-0,0,12
6,1294,14.00,240.00,256.00,100.00,244.00,7-5-0,0,12
7,948,14.00,130.00,346.00,130.00,147.00,7-5-0,0,12
8,4654,14.00,120.00,266.00,60.00,277.00,7-5-0,0,12
9,4030,12.00,270.00,261.00,170.00,287.00,6-6-0,0,12
10,3663,12.00,210.00,366.00,110.00,187.00,6-6-0,0,12
11,3219,12.00,200.00,231.00,120.00,331.00,6-6-0,0,12
12,4089,12.00,170.00,222.00,80.00,248.00,6-6-0,0,12
13,4205,12.00,150.00,342.00,120.00,141.00,6-6-0,0,12
14,4512,12.00,140.00,235.00,90.00,339.00,6-6-0,0,12
15,1510,12.00,140.00,172.00,90.00,318.00,6-6-0,0,12
16,3238,12.00,120.00,225.00,110.00,257.00,6-6-0,0,12
17,1778,12.00,120.00,136.00,110.00,169.00,6-6-0,0,12
18,2605,12.00,80.00,260.00,170.00,330.00,6-6-0,0,12
19,4060,10.00,230.00,193.00,40.00,180.00,5-7-0,0,12
20,4309,10.00,170.00,217.00,90.00,263.00,5-7-0,0,12
21,2980,10.00,150.00,235.00,120.00,217.00,5-7-0,0,12
22,1258,10.00,70.00,346.00,100.00,213.00,5-7-0,0,12
23,2930,8.00,150.00,310.00,100.00,360.00,4-8-0,0,12
24,2922,8.00,130.00,192.00,170.00,196.00,4-8-0,0,12
25,4173,8.00,120.00,206.00,90.00,143.00,4-8-0,0,12
26,2903,8.00,100.00,251.00,120.00,309.00,4-8-0,0,12
27,4683,6.00,160.00,205.00,130.00,109.00,3-9-0,0,12
28,2660,6.00,120.00,191.00,70.00,259.00,3-9-0,0,12
