Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,195,20.00,350.00,542.00,360.00,605.00,10-2-0,0,12
2,175,20.00,310.00,442.00,320.00,515.00,10-2-0,0,12
3,4055,20.00,250.00,506.00,220.00,340.00,10-2-0,0,12
4,3466,18.00,320.00,350.00,210.00,311.00,9-3-0,0,12
5,2067,16.00,350.00,476.00,220.00,438.00,8-4-0,0,12
6,1099,16.00,350.00,439.00,360.00,330.00,8-4-0,0,12
7,178,16.00,290.00,321.00,190.00,293.00,8-4-0,0,12
8,1735,16.00,250.00,502.00,180.00,303.00,8-4-0,0,12
9,1071,16.00,120.00,311.00,150.00,297.00,8-4-0,0,12
10,3525,14.00,300.00,387.00,200.00,459.00,7-5-0,0,12
11,558,14.00,300.00,338.00,250.00,265.00,7-5-0,0,12
12,3654,14.00,290.00,381.00,190.00,191.00,7-5-0,0,12
13,1768,14.00,260.00,492.00,250.00,251.00,7-5-0,0,12
14,155,14.00,240.00,466.00,270.00,420.00,7-5-0,0,12
15,2064,14.00,220.00,430.00,250.00,408.00,7-5-0,0,12
16,3718,14.00,90.00,341.00,130.00,544.00,7-5-0,0,12
17,213,12.00,300.00,397.00,290.00,421.00,6-6-0,0,12
18,230,12.00,290.00,616.00,190.00,227.00,6-6-0,0,12
19,2836,10.00,200.00,371.00,190.00,315.00,5-7-0,0,12
20,3146,10.00,160.00,292.00,190.00,404.00,5-7-0,0,12
21,3104,10.00,100.00,282.00,210.00,484.00,5-6-0,1,12
22,1699,8.00,180.00,345.00,220.00,381.00,4-8-0,0,12
23,3461,8.00,180.00,287.00,190.00,294.00,4-8-0,0,12
24,5129,8.00,150.00,365.00,120.00,298.00,4-8-0,0,12
25,4628,8.00,140.00,202.00,170.00,272.00,4-8-0,0,12
26,3464,8.00,110.00,357.00,100.00,224.00,4-8-0,0,12
27,3634,6.00,190.00,347.00,150.00,276.00,3-9-0,0,12
28,151,6.00,190.00,337.00,170.00,294.00,3-9-0,0,12
29,999,6.00,140.00,346.00,130.00,170.00,3-9-0,0,12
30,173,6.00,110.00,347.00,160.00,245.00,3-9-0,0,12
31,4572,6.00,60.00,202.00,120.00,255.00,3-9-0,0,12
32,2785,4.00,40.00,270.00,160.00,301.00,2-10-0,0,12
