Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1286,9,1,1,11,19.00,12.09,62
2,469,9,2,0,11,18.00,6.36,188
3,1718,8,2,1,11,17.00,13.73,188
4,703,8,2,1,11,17.00,7.00,62
5,247,6,2,3,11,15.00,4.00,45
6,47,7,3,1,11,15.00,2.64,64
7,519,7,4,0,11,14.00,3.82,69
8,1941,5,3,3,11,13.00,11.00,36
9,27,6,4,1,11,13.00,8.36,94
10,123,6,5,0,11,12.00,10.00,188
11,2048,6,5,0,11,12.00,5.09,76
12,1481,5,4,2,11,12.00,4.82,132
13,2224,5,4,2,11,12.00,3.82,64
14,5,6,5,0,11,12.00,2.36,68
15,1701,5,5,1,11,11.00,9.91,62
16,33,5,5,1,11,11.00,9.45,44
17,217,5,5,1,11,11.00,4.55,132
18,2050,5,5,1,11,11.00,2.73,34
19,1250,4,4,3,11,11.00,1.09,143
20,1998,4,5,2,11,10.00,8.36,69
21,515,5,6,0,11,10.00,7.36,32
22,397,4,5,2,11,10.00,6.82,57
23,2283,4,5,2,11,10.00,6.09,45
24,314,4,5,2,11,10.00,5.73,62
25,1254,3,5,3,11,9.00,10.00,45
26,1602,4,6,1,11,9.00,4.27,36
27,1502,4,6,1,11,9.00,2.36,143
28,903,4,7,0,11,8.00,4.18,24
29,302,3,7,1,11,7.00,6.73,76
30,1476,3,7,1,11,7.00,4.73,34
31,49,2,7,2,11,6.00,8.27,34
32,1506,3,8,0,11,6.00,5.45,64
33,406,2,8,1,11,5.00,9.55,32
34,1216,0,7,4,11,4.00,2.73,16
