Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,314,116.58,0,620,120,205,454,12
2,5155,95.41,4,404,240,207,290,12
3,2619,88.33,14,304,280,212,256,12
4,5603,83.0,10,280,260,178,274,12
5,3570,80.75,32,208,360,161,214,12
6,5216,78.58,6,332,200,173,238,12
7,3618,77.91,26,296,120,185,308,12
8,5224,70.58,14,288,120,183,242,12
9,3770,70.5,16,188,240,214,200,12
10,5509,70.5,8,248,160,256,198,12
11,5504,69.66,16,208,200,210,202,12
12,5487,67.16,16,232,160,190,226,12
13,5703,66.83,16,124,260,190,212,12
14,4988,66.66,6,284,120,138,252,12
15,5222,65.25,0,168,240,193,188,12
16,302,65.25,0,212,200,135,248,12
17,4819,64.41,12,228,160,107,272,12
18,5156,62.91,4,248,160,99,250,12
19,5525,62.66,34,140,200,152,238,12
20,1506,61.66,0,280,120,74,266,12
21,297,61.5,0,96,200,106,360,12
22,5538,61.08,16,200,120,121,276,12
23,5257,60.83,0,220,160,130,226,12
24,4376,60.75,4,212,180,149,214,12
25,5229,60.25,8,244,40,231,206,12
26,5110,58.5,0,244,60,176,234,12
27,910,58.41,0,160,200,207,176,12
28,5166,57.58,0,128,320,77,196,12
29,5547,57.16,8,196,160,154,180,12
30,5712,56.16,4,192,160,148,194,12
31,703,55.91,4,184,180,129,186,12
32,5193,54.91,6,188,40,209,240,12
33,5697,54.08,0,128,200,173,154,12
34,5447,52.0,8,216,100,124,188,12
35,5203,51.33,0,184,160,114,176,12
36,5424,51.16,24,168,120,136,166,12
37,5231,50.33,6,152,120,132,200,12
38,5215,50.08,0,184,40,163,232,12
39,5622,49.41,26,156,80,173,164,12
40,2145,49.08,12,172,40,157,214,12
