Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2279,9,0,1,10,19.00,14.80,92
2,123,8,2,0,10,16.00,17.30,38
3,375,8,2,0,10,16.00,14.90,128
4,48,8,2,0,10,16.00,10.00,46
5,1998,7,3,0,10,14.00,15.40,62
6,1708,7,3,0,10,14.00,9.20,46
7,314,6,3,1,10,13.00,10.70,53
8,291,6,4,0,10,12.00,17.20,128
9,1038,6,4,0,10,12.00,15.20,62
10,1249,6,4,0,10,12.00,14.10,65
11,2010,6,4,0,10,12.00,10.20,66
12,158,6,4,0,10,12.00,9.70,65
13,379,6,4,0,10,12.00,6.10,66
14,1743,6,4,0,10,12.00,5.50,32
15,677,6,4,0,10,12.00,4.40,34
16,247,5,4,1,10,11.00,5.40,53
17,306,5,5,0,10,10.00,14.60,92
18,2280,4,5,1,10,9.00,16.30,38
19,1014,4,5,1,10,9.00,4.50,27
20,1008,4,6,0,10,8.00,18.20,38
21,1629,4,6,0,10,8.00,12.00,68
22,2237,4,6,0,10,8.00,9.40,64
23,1643,4,6,0,10,8.00,8.80,38
24,222,4,6,0,10,8.00,7.90,38
25,117,4,6,0,10,8.00,7.60,38
26,128,4,6,0,10,8.00,7.30,38
27,184,4,6,0,10,8.00,5.60,36
28,49,3,6,1,10,7.00,9.10,62
29,337,3,7,0,10,6.00,13.30,38
30,378,3,7,0,10,6.00,9.90,45
31,1990,3,7,0,10,6.00,9.70,128
32,2051,3,7,0,10,6.00,9.10,128
33,1640,2,8,0,10,4.00,11.30,36
34,63,2,8,0,10,4.00,10.80,68
35,395,2,8,0,10,4.00,5.80,17
