Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2791,22.00,252.00,210.00,441.00,11-1-0,0,12
2,20,20.00,218.00,220.00,567.00,10-2-0,0,12
3,1100,18.00,204.00,210.00,400.00,9-3-0,0,12
4,558,18.00,182.00,210.00,482.00,9-3-0,0,12
5,177,16.00,360.00,90.00,510.00,8-4-0,0,12
6,2648,16.00,242.00,220.00,347.00,8-4-0,0,12
7,121,16.00,220.00,130.00,319.00,8-4-0,0,12
8,126,16.00,190.00,130.00,493.00,8-4-0,0,12
9,3205,16.00,152.00,170.00,360.00,8-4-0,0,12
10,2168,16.00,118.00,170.00,227.00,8-3-0,1,12
11,2877,15.00,174.00,160.00,302.00,7-4-1,0,12
12,3280,14.00,196.00,110.00,273.00,7-5-0,0,12
13,155,14.00,190.00,190.00,208.00,7-5-0,0,12
14,228,14.00,134.00,210.00,237.00,7-5-0,0,12
15,663,13.00,100.00,270.00,203.00,6-5-1,0,12
16,1493,12.00,208.00,100.00,217.00,6-6-0,0,12
17,2067,12.00,196.00,130.00,324.00,6-6-0,0,12
18,1884,12.00,184.00,210.00,215.00,6-6-0,0,12
19,3499,12.00,164.00,130.00,221.00,6-6-0,0,12
20,173,12.00,126.00,220.00,189.00,6-5-0,1,12
21,1687,12.00,116.00,110.00,264.00,6-5-0,1,12
22,3654,12.00,72.00,220.00,186.00,6-6-0,0,12
23,1735,10.00,182.00,120.00,199.00,5-7-0,0,12
24,2370,10.00,174.00,170.00,165.00,5-7-0,0,12
25,4557,10.00,138.00,220.00,256.00,5-7-0,0,12
26,3958,10.00,104.00,110.00,178.00,5-7-0,0,12
27,839,10.00,72.00,120.00,227.00,5-7-0,0,12
28,4410,9.00,148.00,150.00,198.00,4-7-1,0,12
29,190,9.00,76.00,190.00,205.00,4-7-1,0,12
30,3044,8.00,246.00,130.00,252.00,4-8-0,0,12
31,157,8.00,170.00,170.00,247.00,4-8-0,0,12
32,3930,8.00,170.00,150.00,246.00,4-8-0,0,12
33,571,8.00,92.00,150.00,263.00,4-8-0,0,12
34,467,6.00,118.00,90.00,208.00,3-9-0,0,12
35,2104,6.00,102.00,110.00,181.00,3-8-0,1,12
36,2621,6.00,40.00,70.00,105.00,3-1-0,8,12
37,3182,4.00,144.00,140.00,187.00,2-10-0,0,12
38,3146,4.00,54.00,50.00,97.00,2-2-0,8,12
39,1289,4.00,24.00,30.00,100.00,2-2-0,8,12
40,3623,2.00,38.00,40.00,45.00,1-3-0,8,12
