Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1983,75.08,0,312,120,191,278,12
2,3393,63.0,0,168,200,202,204,12
3,3218,60.25,0,240,160,141,182,12
4,3663,60.0,0,248,80,174,236,12
5,2605,58.41,0,164,120,165,252,12
6,1318,57.83,8,296,0,146,244,12
7,4450,55.25,0,188,160,133,188,12
8,4911,54.75,0,200,120,168,170,12
9,2907,53.08,0,96,240,143,164,12
10,2046,52.58,0,176,120,156,180,12
11,4469,51.58,0,220,80,165,184,12
12,2557,50.41,0,136,80,199,196,12
13,3237,50.16,0,148,160,156,156,12
14,1294,48.25,12,148,80,211,152,12
15,3588,47.91,4,176,40,171,208,12
16,360,46.16,4,172,120,80,208,12
17,2976,45.25,0,148,120,109,190,12
18,3221,44.58,8,184,0,169,192,12
19,3781,44.5,0,136,120,136,148,12
20,2906,44.33,0,108,80,144,206,12
21,3220,43.66,0,132,40,196,156,12
22,3223,42.91,0,96,200,87,144,12
23,4726,41.83,0,68,160,136,138,12
24,4579,40.0,8,156,40,114,162,12
25,2929,39.66,0,100,40,164,202,12
26,3586,39.5,0,104,80,178,118,12
27,3049,37.83,0,140,40,164,134,12
28,4131,37.16,0,52,80,160,154,12
29,2412,36.66,4,128,80,143,134,12
30,5295,36.08,0,108,40,137,160,12
31,3684,30.75,0,88,80,91,122,12
32,2927,30.75,0,96,40,95,156,12
