Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1114,9,2,0,11,18.00,20.18,286
2,854,9,2,0,11,18.00,16.00,98
3,1241,9,2,0,11,18.00,3.64,64
4,1305,8,2,1,11,17.00,13.36,77
5,2056,8,2,1,11,17.00,11.55,132
6,188,8,3,0,11,16.00,14.27,162
7,1680,8,3,0,11,16.00,8.64,286
8,830,8,3,0,11,16.00,6.55,132
9,1901,7,3,1,11,15.00,11.91,286
10,610,7,4,0,11,14.00,12.73,286
11,1846,7,4,0,11,14.00,9.73,132
12,1503,6,5,0,11,12.00,17.27,132
13,1815,6,4,0,10,12.00,9.09,68
14,68,6,5,0,11,12.00,5.91,62
15,771,5,5,1,11,11.00,7.36,64
16,1535,5,6,0,11,10.00,10.09,162
17,1334,5,6,0,11,10.00,9.18,98
18,781,5,5,0,10,10.00,6.91,64
19,2166,4,7,0,11,8.00,17.00,90
20,1592,4,7,0,11,8.00,14.27,118
21,1565,4,7,0,11,8.00,8.91,162
22,2076,4,7,0,11,8.00,2.36,32
23,1355,3,7,1,11,7.00,12.27,39
24,773,3,8,0,11,6.00,12.00,286
25,1219,3,8,0,11,6.00,9.73,60
26,1558,3,8,0,11,6.00,5.09,47
27,1246,3,8,0,11,6.00,3.73,64
28,1006,2,8,1,11,5.00,15.55,118
29,2200,2,9,0,11,4.00,11.09,68
30,758,1,10,0,11,2.00,6.91,38
