Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1318,7,0,0,7,14.00,49.85,82
2,955,6,1,0,7,12.00,41.42,98
3,360,6,1,0,7,12.00,40.00,115
4,2471,6,1,0,7,12.00,40.00,74
5,1823,6,1,0,7,12.00,37.85,98
6,2990,5,1,1,7,11.00,39.00,71
7,1571,5,1,1,7,11.00,36.57,73
8,359,5,2,0,7,10.00,46.85,80
9,2865,5,2,0,7,10.00,46.71,78
10,2898,5,2,0,7,10.00,42.14,62
11,2192,5,2,0,7,10.00,40.28,69
12,948,5,2,0,7,10.00,40.14,78
13,2046,5,2,0,7,10.00,39.85,68
14,2733,5,2,0,7,10.00,37.28,70
15,568,5,2,0,7,10.00,35.71,67
16,2850,4,2,1,7,9.00,41.42,58
17,2811,4,3,0,7,8.00,42.14,86
18,956,4,3,0,7,8.00,42.00,65
19,1983,4,3,0,7,8.00,39.14,78
20,2122,4,3,0,7,8.00,36.57,115
21,997,3,3,1,7,7.00,45.71,80
22,2635,3,3,1,7,7.00,41.28,73
23,1432,3,3,1,7,7.00,37.28,66
24,753,3,3,1,7,7.00,34.85,64
25,1544,3,3,1,7,7.00,34.28,64
26,1425,3,4,0,7,6.00,48.28,69
27,488,3,4,0,7,6.00,43.42,66
28,1778,3,4,0,7,6.00,41.85,71
29,2374,3,4,0,7,6.00,41.71,70
30,1891,3,4,0,7,6.00,41.57,80
31,2594,3,4,0,7,6.00,41.57,78
32,1540,3,4,0,7,6.00,40.28,52
33,2557,3,4,0,7,6.00,38.57,54
34,2439,3,4,0,7,6.00,38.28,54
35,2002,3,4,0,7,6.00,36.57,68
36,2915,3,4,0,7,6.00,35.85,66
37,1510,3,4,0,7,6.00,35.71,82
38,847,3,4,0,7,6.00,35.71,78
39,2411,3,4,0,7,6.00,34.14,44
40,2951,2,4,1,7,5.00,37.57,70
41,2550,2,4,1,7,5.00,35.85,86
42,2522,2,4,1,7,5.00,30.42,68
43,1569,2,4,1,7,5.00,29.28,115
44,2130,2,5,0,7,4.00,43.00,71
45,192,2,5,0,7,4.00,38.42,71
46,1566,2,5,0,7,4.00,36.85,66
47,2521,2,5,0,7,4.00,36.57,76
48,2542,2,5,0,7,4.00,36.28,76
49,3024,2,5,0,7,4.00,34.28,66
50,1130,1,6,0,7,2.00,48.28,66
51,1595,1,6,0,7,2.00,46.42,70
52,2517,1,6,0,7,2.00,44.57,86
53,2147,1,6,0,7,2.00,38.85,98
54,957,1,6,0,7,2.00,37.28,61
