Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4468,36.0,277.0,140.0,184.0,635.0,10-2-0,12
2,1746,32.0,270.0,130.0,221.0,625.0,9-3-0,12
3,2415,32.0,240.0,150.0,272.0,610.0,10-1-1,12
4,1261,28.0,222.0,150.0,149.0,625.0,7-5-0,12
5,5632,27.0,256.0,135.0,146.0,655.0,7-5-0,12
6,5132,27.0,249.0,175.0,110.0,645.0,8-4-0,12
7,832,27.0,245.0,155.0,126.0,650.0,7-5-0,12
8,5608,27.0,244.0,135.0,85.0,625.0,8-4-0,12
9,5536,26.0,233.0,140.0,124.0,590.0,7-4-1,12
10,3600,25.0,291.0,115.0,210.0,595.0,7-5-0,12
11,5900,25.0,228.0,125.0,121.0,590.0,8-4-0,12
12,1683,24.0,241.0,150.0,114.0,625.0,6-6-0,12
13,5332,24.0,205.0,115.0,153.0,565.0,6-6-0,12
14,1771,24.0,196.0,165.0,128.0,595.0,7-5-0,12
15,4749,23.0,277.0,155.0,94.0,595.0,7-5-0,12
16,4910,23.0,266.0,135.0,144.0,625.0,7-5-0,12
17,4080,21.0,239.0,120.0,102.0,590.0,5-7-0,12
18,1311,21.0,233.0,115.0,92.0,615.0,4-7-1,12
19,3573,21.0,223.0,130.0,111.0,580.0,6-6-0,12
20,1002,21.0,220.0,115.0,128.0,570.0,5-6-1,12
21,5582,21.0,183.0,145.0,74.0,610.0,5-7-0,12
22,5812,20.0,276.0,95.0,114.0,585.0,5-6-1,12
23,5336,20.0,244.0,100.0,105.0,555.0,5-7-0,12
24,5109,19.0,211.0,125.0,147.0,545.0,5-7-0,12
25,5594,19.0,177.0,95.0,126.0,455.0,6-6-0,12
26,1414,18.0,220.0,105.0,51.0,555.0,5-7-0,12
27,5219,18.0,180.0,90.0,95.0,520.0,4-7-1,12
28,6023,18.0,166.0,100.0,110.0,555.0,5-7-0,12
29,3694,17.0,207.0,125.0,67.0,560.0,5-7-0,12
30,4189,16.0,268.0,105.0,99.0,570.0,4-8-0,12
31,4235,15.0,219.0,75.0,90.0,470.0,4-8-0,12
32,1795,15.0,209.0,110.0,104.0,490.0,5-7-0,12
33,4112,14.0,185.0,95.0,59.0,465.0,4-8-0,12
34,3265,11.0,167.0,135.0,86.0,515.0,2-10-0,12
35,4459,9.0,188.0,60.0,85.0,440.0,2-9-0,12
