Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1477,10,1,0,11,20.00,47.45,90
2,624,9,2,0,11,18.00,48.36,94
3,2992,8,3,0,11,16.00,45.63,107
4,364,8,3,0,11,16.00,42.72,107
5,499,7,4,0,11,14.00,45.09,92
6,2242,7,4,0,11,14.00,42.27,94
7,2975,7,4,0,11,14.00,41.09,103
8,2815,7,4,0,11,14.00,41.00,103
9,348,7,4,0,11,14.00,40.72,107
10,49,7,4,0,11,14.00,37.45,76
11,1421,6,5,0,11,12.00,47.54,96
12,456,6,5,0,11,12.00,47.00,94
13,1920,6,5,0,11,12.00,44.72,84
14,2540,6,5,0,11,12.00,43.36,77
15,3039,6,5,0,11,12.00,39.54,94
16,2091,6,5,0,11,12.00,39.27,90
17,538,6,5,0,11,12.00,38.36,85
18,2206,6,5,0,11,12.00,37.27,76
19,462,5,6,0,11,10.00,46.00,92
20,2078,5,6,0,11,10.00,40.18,64
21,2183,4,7,0,11,8.00,43.36,94
22,2920,4,7,0,11,8.00,42.18,90
23,2221,4,7,0,11,8.00,40.18,66
24,1927,4,7,0,11,8.00,39.18,83
25,2556,4,7,0,11,8.00,38.18,73
26,2873,4,7,0,11,8.00,37.09,66
27,2080,3,8,0,11,6.00,42.54,66
28,2173,3,8,0,11,6.00,36.45,68
29,1550,2,9,0,11,4.00,39.72,64
30,1912,2,9,0,11,4.00,37.81,77
31,2983,1,10,0,11,2.00,39.27,66
