Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,418,7,0,0,7,14.00,37.85,95
2,3028,6,1,0,7,12.00,39.42,71
3,441,6,1,0,7,12.00,38.00,75
4,118,6,1,0,7,12.00,37.71,114
5,2587,6,1,0,7,12.00,37.71,78
6,2979,6,1,0,7,12.00,36.57,80
7,231,5,1,1,7,11.00,42.57,99
8,34,5,1,1,7,11.00,39.00,107
9,1480,5,1,1,7,11.00,37.57,75
10,624,4,1,2,7,10.00,44.14,99
11,2582,5,2,0,7,10.00,40.14,92
12,1477,5,2,0,7,10.00,38.57,78
13,57,5,2,0,7,10.00,36.28,71
14,704,5,2,0,7,10.00,35.00,113
15,3029,5,2,0,7,10.00,33.71,70
16,2952,5,2,0,7,10.00,32.57,64
17,3080,4,2,1,7,9.00,43.57,58
18,2833,4,2,1,7,9.00,38.14,76
19,2934,4,2,1,7,9.00,37.42,55
20,2966,4,3,0,7,8.00,46.85,92
21,1421,4,3,0,7,8.00,44.14,92
22,2276,4,3,0,7,8.00,42.42,91
23,148,4,3,0,7,8.00,42.14,114
24,2880,4,3,0,7,8.00,41.85,78
25,2468,4,3,0,7,8.00,40.42,95
26,1429,4,3,0,7,8.00,39.85,71
27,2072,4,3,0,7,8.00,37.42,67
28,1818,4,3,0,7,8.00,37.14,66
29,922,4,3,0,7,8.00,34.85,74
30,3012,4,3,0,7,8.00,34.85,66
31,2157,4,3,0,7,8.00,34.71,113
32,2745,4,3,0,7,8.00,34.28,114
33,434,4,3,0,7,8.00,34.00,72
34,1801,4,3,0,7,8.00,31.14,113
35,2583,4,3,0,7,8.00,28.71,74
36,2585,3,4,0,7,6.00,41.28,92
37,1817,3,4,0,7,6.00,39.42,72
38,2843,3,4,0,7,6.00,35.57,107
39,1865,3,4,0,7,6.00,35.14,91
40,2956,3,4,0,7,6.00,34.57,76
41,2991,3,4,0,7,6.00,34.14,81
42,3103,3,4,0,7,6.00,34.00,60
43,2613,3,4,0,7,6.00,25.71,72
44,2938,2,4,1,7,5.00,39.00,62
45,1867,2,4,1,7,5.00,35.71,77
46,3016,2,5,0,7,4.00,39.85,48
47,2190,2,5,0,7,4.00,39.57,92
48,2936,2,5,0,7,4.00,37.42,81
49,2664,2,5,0,7,4.00,34.85,67
50,2881,2,5,0,7,4.00,34.14,54
51,1255,2,5,0,7,4.00,33.42,63
52,1513,2,4,0,6,4.00,29.14,48
53,2882,2,5,0,7,4.00,27.85,70
54,3035,1,5,1,7,3.00,37.14,81
55,2158,1,6,0,7,2.00,40.71,71
56,2969,1,6,0,7,2.00,38.85,78
57,2597,1,6,0,7,2.00,37.71,52
58,2737,1,6,0,7,2.00,37.42,60
59,1898,1,6,0,7,2.00,34.14,64
60,3071,1,6,0,7,2.00,32.57,56
61,499,1,6,0,7,2.00,27.28,42
62,653,0,6,1,7,1.00,36.28,44
63,1484,0,7,0,7,0,37.57,52
