Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,70,34.00,138.00,100.00,181.00,16,9-3-0,0,12
2,1243,32.00,159.00,50.00,125.00,18,7-5-0,0,12
3,2767,32.00,120.00,80.00,187.00,14,9-3-0,0,12
4,4337,32.00,104.00,80.00,97.00,22,5-7-0,0,12
5,27,32.00,93.00,100.00,225.00,14,9-3-0,0,12
6,2054,30.00,162.00,100.00,191.00,18,6-6-0,0,12
7,2834,30.00,153.00,30.00,200.00,12,9-3-0,0,12
8,245,30.00,123.00,120.00,125.00,12,9-3-0,0,12
9,858,28.00,151.00,100.00,117.00,10,9-3-0,0,12
10,3620,28.00,149.00,60.00,90.00,12,8-4-0,0,12
11,2959,28.00,129.00,130.00,94.00,14,7-5-0,0,12
12,314,28.00,128.00,50.00,197.00,12,8-4-0,0,12
13,3547,28.00,117.00,120.00,93.00,14,7-5-0,0,12
14,503,28.00,116.00,90.00,86.00,14,7-5-0,0,12
15,4381,28.00,85.00,120.00,98.00,14,7-5-0,0,12
16,4391,28.00,82.00,60.00,121.00,20,4-8-0,0,12
17,2474,26.00,140.00,100.00,281.00,8,9-3-0,0,12
18,2771,26.00,138.00,90.00,154.00,18,4-8-0,0,12
19,1254,26.00,121.00,40.00,70.00,16,5-7-0,0,12
20,494,26.00,99.00,100.00,134.00,10,8-4-0,0,12
21,2075,26.00,85.00,100.00,127.00,12,7-5-0,0,12
22,4395,26.00,57.00,50.00,118.00,16,5-7-0,0,12
23,1528,24.00,121.00,110.00,80.00,14,5-7-0,0,12
24,94,24.00,115.00,60.00,142.00,12,6-6-0,0,12
25,4392,24.00,112.00,70.00,153.00,12,6-6-0,0,12
26,3546,22.00,162.00,60.00,112.00,12,5-7-0,0,12
27,4237,22.00,120.00,90.00,90.00,12,5-7-0,0,12
28,3602,22.00,109.00,110.00,95.00,10,6-6-0,0,12
29,4389,22.00,66.00,40.00,92.00,12,5-3-0,4,12
30,3617,22.00,59.00,70.00,101.00,14,4-8-0,0,12
31,3572,20.00,172.00,90.00,115.00,8,6-6-0,0,12
32,3452,20.00,147.00,60.00,83.00,12,4-8-0,0,12
33,4408,20.00,115.00,50.00,107.00,12,4-8-0,0,12
34,3458,20.00,105.00,40.00,76.00,14,3-9-0,0,12
35,1189,20.00,60.00,90.00,92.00,10,5-7-0,0,12
36,4409,20.00,59.00,50.00,81.00,14,3-9-0,0,12
37,1940,16.00,131.00,70.00,153.00,4,6-6-0,0,12
38,3639,16.00,85.00,60.00,66.00,6,5-7-0,0,12
39,3640,14.00,93.00,130.00,67.00,10,2-10-0,0,12
40,4325,14.00,85.00,140.00,102.00,6,4-8-0,0,12
41,3509,10.00,100.00,20.00,98.00,6,2-10-0,0,12
