Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,341,16.00,278.00,170.00,327.00,0,8-1-0,0,9
2,624,14.00,255.00,170.00,363.00,0,7-2-0,0,9
3,68,14.00,249.00,120.00,312.00,0,7-2-0,0,9
4,3322,14.00,248.00,140.00,281.00,0,7-2-0,0,9
5,2826,14.00,233.00,110.00,378.00,0,7-2-0,0,9
6,1023,14.00,214.00,160.00,246.00,0,7-2-0,0,9
7,2590,14.00,212.00,120.00,312.00,0,7-2-0,0,9
8,469,14.00,175.00,130.00,383.00,0,7-2-0,0,9
9,118,14.00,174.00,130.00,410.00,0,7-2-0,0,9
10,2056,12.00,286.00,160.00,369.00,0,6-3-0,0,9
11,16,12.00,241.00,120.00,306.00,0,6-3-0,0,9
12,1714,12.00,219.00,150.00,284.00,0,6-3-0,0,9
13,1640,12.00,213.00,140.00,288.00,0,6-3-0,0,9
14,1741,12.00,209.00,150.00,268.00,0,6-3-0,0,9
15,217,12.00,203.00,100.00,258.00,0,6-3-0,0,9
16,2614,12.00,201.00,160.00,279.00,0,6-3-0,0,9
17,1732,12.00,200.00,140.00,259.00,0,6-3-0,0,9
18,1676,12.00,199.00,140.00,323.00,0,6-3-0,0,9
19,3940,12.00,198.00,130.00,227.00,0,6-3-0,0,9
20,973,12.00,196.00,140.00,242.00,0,6-3-0,0,9
21,359,12.00,183.00,90.00,353.00,0,6-3-0,0,9
22,3138,12.00,181.00,100.00,254.00,0,6-3-0,0,9
23,330,12.00,154.00,170.00,325.00,0,6-3-0,0,9
24,67,10.00,278.00,110.00,320.00,0,5-4-0,0,9
25,2481,10.00,242.00,80.00,220.00,0,5-4-0,0,9
26,125,10.00,233.00,120.00,276.00,0,5-4-0,0,9
27,340,10.00,229.00,120.00,240.00,0,5-4-0,0,9
28,234,10.00,228.00,120.00,237.00,0,5-4-0,0,9
29,548,10.00,217.00,160.00,302.00,0,5-4-0,0,9
30,1538,10.00,214.00,90.00,242.00,0,5-4-0,0,9
31,233,10.00,206.00,110.00,325.00,0,5-4-0,0,9
32,1730,10.00,191.00,80.00,195.00,0,5-4-0,0,9
33,503,10.00,185.00,100.00,308.00,0,5-4-0,0,9
34,33,10.00,180.00,160.00,321.00,0,5-4-0,0,9
35,3357,10.00,177.00,90.00,270.00,0,5-4-0,0,9
36,148,10.00,176.00,130.00,302.00,0,5-4-0,0,9
37,461,10.00,171.00,110.00,283.00,0,5-4-0,0,9
38,51,10.00,148.00,140.00,295.00,0,5-4-0,0,9
39,2194,10.00,144.00,140.00,227.00,0,5-4-0,0,9
40,2337,8.00,262.00,110.00,243.00,0,4-5-0,0,9
41,2168,8.00,245.00,80.00,289.00,0,4-4-0,1,9
42,1114,8.00,231.00,90.00,315.00,0,4-5-0,0,9
43,111,8.00,228.00,80.00,216.00,0,4-5-0,0,9
44,48,8.00,219.00,140.00,309.00,0,4-5-0,0,9
45,2834,8.00,196.00,140.00,199.00,0,4-5-0,0,9
46,399,8.00,180.00,60.00,242.00,0,4-5-0,0,9
47,447,8.00,178.00,80.00,325.00,0,4-5-0,0,9
48,71,8.00,175.00,80.00,204.00,0,4-4-0,1,9
49,3947,6.00,224.00,140.00,255.00,0,3-6-0,0,9
50,192,6.00,197.00,100.00,210.00,0,3-5-0,1,9
51,379,6.00,197.00,80.00,253.00,0,3-6-0,0,9
52,245,6.00,188.00,70.00,250.00,0,3-6-0,0,9
53,2054,6.00,185.00,120.00,283.00,0,3-6-0,0,9
54,829,6.00,180.00,60.00,257.00,0,3-6-0,0,9
55,868,6.00,178.00,70.00,247.00,0,3-6-0,0,9
56,573,6.00,173.00,120.00,261.00,0,3-6-0,0,9
57,2949,6.00,166.00,90.00,237.00,0,3-6-0,0,9
58,4334,6.00,153.00,110.00,201.00,0,3-6-0,0,9
59,744,6.00,147.00,90.00,192.00,0,3-6-0,0,9
60,27,6.00,143.00,130.00,268.00,0,3-6-0,0,9
61,3310,4.00,204.00,110.00,159.00,0,2-7-0,0,9
62,3193,4.00,192.00,110.00,209.00,0,2-7-0,0,9
63,45,4.00,169.00,130.00,164.00,0,2-7-0,0,9
64,292,4.00,144.00,60.00,182.00,0,2-7-0,0,9
65,781,4.00,133.00,110.00,233.00,0,2-7-0,0,9
66,1592,2.00,152.00,60.00,228.00,0,1-8-0,0,9
67,772,2.00,150.00,110.00,191.00,0,1-8-0,0,9
68,1902,2.00,150.00,60.00,182.00,0,1-8-0,0,9
69,1024,2.00,131.00,40.00,191.00,0,1-8-0,0,9
70,907,2.00,115.00,40.00,211.00,0,1-8-0,0,9
