Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,341,31.00,218.00,80.00,249.00,8,11-0-1,0,12
2,1218,24.00,157.00,80.00,216.00,2,11-1-0,0,12
3,486,21.00,97.00,100.00,136.00,6,7-4-1,0,12
4,2016,21.00,96.00,50.00,133.00,4,8-3-1,0,12
5,357,20.00,129.00,40.00,144.00,0,10-2-0,0,12
6,2590,20.00,100.00,50.00,143.00,4,8-4-0,0,12
7,834,20.00,86.00,60.00,102.00,6,7-5-0,0,12
8,2234,20.00,34.00,20.00,60.00,8,5-5-2,0,12
9,1923,18.00,103.00,30.00,135.00,2,8-4-0,0,12
10,272,18.00,83.00,20.00,92.00,6,6-6-0,0,12
11,224,18.00,72.00,30.00,91.00,6,5-5-2,0,12
12,1647,17.00,130.00,20.00,130.00,0,8-3-1,0,12
13,1712,17.00,70.00,30.00,142.00,6,5-6-1,0,12
14,714,16.00,117.00,40.00,68.00,4,6-6-0,0,12
15,1168,16.00,17.00,40.00,92.00,4,6-6-0,0,12
16,225,15.00,99.00,10.00,127.00,4,5-6-1,0,12
17,2600,15.00,72.00,20.00,72.00,4,5-6-1,0,12
18,709,15.00,69.00,30.00,69.00,2,6-5-1,0,12
19,2607,15.00,54.00,60.00,89.00,4,5-6-1,0,12
20,1143,15.00,45.00,40.00,149.00,4,5-6-1,0,12
21,1791,14.00,74.00,20.00,87.00,2,6-6-0,0,12
22,293,14.00,41.00,20.00,75.00,6,3-7-2,0,12
23,3123,14.00,22.00,30.00,85.00,6,4-8-0,0,12
24,1811,13.00,110.00,20.00,85.00,2,5-6-1,0,12
25,4373,13.00,105.00,20.00,102.00,0,6-5-1,0,12
26,2229,13.00,93.00,30.00,90.00,4,4-7-1,0,12
27,1640,13.00,88.00,30.00,106.00,0,5-4-3,0,12
28,1391,13.00,58.00,50.00,105.00,2,5-6-1,0,12
29,869,13.00,56.00,20.00,102.00,4,4-7-1,0,12
30,3167,12.00,79.00,30.00,87.00,2,5-7-0,0,12
31,4342,12.00,78.00,20.00,159.00,6,3-9-0,0,12
32,2539,11.00,107.00,0,85.00,2,4-7-1,0,12
33,87,11.00,89.00,40.00,114.00,0,5-6-1,0,12
34,708,10.00,119.00,0,97.00,4,3-9-0,0,12
35,4285,10.00,78.00,30.00,104.00,2,4-8-0,0,12
36,1495,10.00,67.00,10.00,46.00,2,3-7-2,0,12
37,4361,10.00,40.00,20.00,76.00,2,4-7-0,1,12
38,3607,9.00,34.00,20.00,75.00,2,3-8-1,0,12
