Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,1241,10,0,0,10,20.00,62.50
2,1717,9,1,0,10,18.00,63.00
3,71,9,1,0,10,18.00,59.50
4,364,9,1,0,10,18.00,48.40
5,987,8,2,0,10,16.00,62.30
6,1983,8,2,0,10,16.00,61.70
7,2996,8,2,0,10,16.00,51.40
8,67,8,2,0,10,16.00,50.70
9,1675,7,2,1,10,15.00,48.90
10,2826,7,3,0,10,14.00,64.00
11,135,7,3,0,10,14.00,55.70
12,176,7,3,0,10,14.00,51.20
13,180,7,3,0,10,14.00,47.50
14,3685,7,3,0,10,14.00,46.50
15,2377,7,3,0,10,14.00,44.00
16,122,7,3,0,10,14.00,41.60
17,365,6,3,1,10,13.00,57.00
18,57,6,3,1,10,13.00,50.50
19,335,6,3,1,10,13.00,38.00
20,1678,6,4,0,10,12.00,66.40
21,1986,6,4,0,10,12.00,66.30
22,246,6,4,0,10,12.00,63.60
23,245,6,4,0,10,12.00,63.20
24,1519,6,4,0,10,12.00,61.60
25,573,6,4,0,10,12.00,61.20
26,103,6,4,0,10,12.00,60.70
27,2751,6,4,0,10,12.00,60.10
28,2363,6,4,0,10,12.00,59.90
29,1625,6,4,0,10,12.00,59.10
30,2056,6,4,0,10,12.00,58.60
31,1927,6,4,0,10,12.00,56.80
32,1507,6,4,0,10,12.00,53.60
33,1891,6,4,0,10,12.00,53.10
34,2471,6,4,0,10,12.00,49.20
35,60,6,4,0,10,12.00,46.40
36,368,6,4,0,10,12.00,45.50
37,3473,6,4,0,10,12.00,41.80
38,3553,6,4,0,10,12.00,37.10
39,3037,5,4,1,10,11.00,48.90
40,1923,5,5,0,10,10.00,64.20
41,2702,5,5,0,10,10.00,61.80
42,1559,5,5,0,10,10.00,59.90
43,1741,5,4,0,9,10.00,54.30
44,2177,5,5,0,10,10.00,53.10
45,968,5,5,0,10,10.00,51.80
46,2081,5,5,0,10,10.00,50.20
47,2359,5,5,0,10,10.00,41.20
48,3799,5,4,0,9,10.00,39.30
49,51,4,6,0,10,8.00,70.10
50,1574,4,6,0,10,8.00,65.30
51,2761,4,6,0,10,8.00,61.60
52,768,4,6,0,10,8.00,61.50
53,2990,4,6,0,10,8.00,58.80
54,3630,4,6,0,10,8.00,55.90
55,166,4,6,0,10,8.00,52.40
56,2102,4,6,0,10,8.00,51.90
57,20,4,6,0,10,8.00,50.70
58,3130,4,6,0,10,8.00,47.90
59,687,4,6,0,10,8.00,47.60
60,3507,4,6,0,10,8.00,46.50
61,3492,4,5,0,9,8.00,46.40
62,2556,4,6,0,10,8.00,44.40
63,1024,4,5,0,9,8.00,44.20
64,141,4,6,0,10,8.00,43.60
65,3624,3,6,1,10,7.00,55.00
66,3160,3,7,0,10,6.00,58.30
67,126,3,6,0,9,6.00,55.20
68,401,3,7,0,10,6.00,53.50
69,599,3,5,0,8,6.00,52.90
70,3784,3,7,0,10,6.00,46.70
71,2283,3,7,0,10,6.00,46.10
72,3158,3,6,0,9,6.00,45.90
73,2040,3,6,0,9,6.00,41.20
74,3766,3,6,0,9,6.00,40.20
75,3739,3,7,0,10,6.00,39.00
76,120,3,7,0,10,6.00,38.40
77,1626,3,6,0,9,6.00,37.70
78,3477,3,7,0,10,6.00,31.00
79,375,2,8,0,10,4.00,60.00
80,316,2,8,0,10,4.00,49.00
81,1836,2,8,0,10,4.00,43.90
82,3239,2,7,0,9,4.00,41.10
83,1739,2,8,0,10,4.00,39.60
84,2783,2,8,0,10,4.00,38.90
85,3459,2,6,0,8,4.00,36.70
86,3172,2,6,0,8,4.00,36.00
87,3651,1,9,0,10,2.00,31.60
88,2486,0,9,0,9,0,37.20
