Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,48,28.00,132.00,70.00,132.00,8,10-0-0,0,10
2,2614,22.00,109.00,100.00,141.00,4,9-1-0,0,10
3,2252,21.00,92.00,30.00,106.00,9,6-4-0,0,10
4,128,21.00,84.00,50.00,78.00,6,7-2-1,0,10
5,1533,20.00,82.00,50.00,93.00,8,6-4-0,0,10
6,2544,20.00,33.00,40.00,107.00,6,7-3-0,0,10
7,2641,19.00,46.00,90.00,63.00,4,7-2-1,0,10
8,63,19.00,30.00,60.00,101.00,5,7-3-0,0,10
9,4027,18.00,71.00,40.00,110.00,2,8-2-0,0,10
10,3138,18.00,58.00,90.00,92.00,6,6-4-0,0,10
11,3567,16.00,74.00,20.00,84.00,4,6-4-0,0,10
12,3193,16.00,45.00,50.00,76.00,6,5-5-0,0,10
13,3962,16.00,35.00,70.00,111.00,2,7-3-0,0,10
14,3957,16.00,35.00,40.00,62.00,8,4-6-0,0,10
15,379,15.00,104.00,110.00,54.00,2,6-3-1,0,10
16,620,14.00,82.00,20.00,158.00,4,5-5-0,0,10
17,1503,14.00,77.00,70.00,101.00,0,7-3-0,0,10
18,3511,14.00,59.00,40.00,85.00,4,5-5-0,0,10
19,4031,14.00,58.00,70.00,76.00,2,6-4-0,0,10
20,3260,14.00,53.00,50.00,81.00,2,6-4-0,0,10
21,2051,14.00,39.00,10.00,79.00,6,4-6-0,0,10
22,4150,13.00,55.00,30.00,54.00,8,2-7-1,0,10
23,291,13.00,52.00,30.00,51.00,6,3-6-1,0,10
24,375,13.00,50.00,30.00,86.00,5,4-6-0,0,10
25,1675,12.00,97.00,40.00,96.00,2,5-5-0,0,10
26,3492,12.00,87.00,70.00,76.00,2,5-5-0,0,10
27,1708,12.00,76.00,60.00,70.00,0,6-4-0,0,10
28,156,12.00,63.00,80.00,44.00,4,4-6-0,0,10
29,2428,12.00,58.00,20.00,73.00,3,4-5-1,0,10
30,2656,12.00,48.00,50.00,56.00,2,5-5-0,0,10
31,3954,12.00,44.00,90.00,85.00,0,6-4-0,0,10
32,2603,11.00,116.00,70.00,104.00,3,4-6-0,0,10
33,3062,10.00,76.00,20.00,58.00,2,4-6-0,0,10
34,3504,10.00,66.00,30.00,65.00,0,5-5-0,0,10
35,1743,10.00,63.00,40.00,86.00,4,3-7-0,0,10
36,4050,10.00,33.00,30.00,58.00,4,3-7-0,0,10
37,4049,8.00,64.00,60.00,43.00,2,3-7-0,0,10
38,306,8.00,63.00,20.00,65.00,4,2-8-0,0,10
39,4289,8.00,60.00,30.00,71.00,2,3-7-0,0,10
40,3955,8.00,54.00,10.00,44.00,2,3-7-0,0,10
41,117,8.00,44.00,30.00,72.00,2,3-7-0,0,10
42,4032,8.00,33.00,30.00,61.00,4,2-8-0,0,10
43,1270,8.00,15.00,40.00,67.00,2,3-7-0,0,10
44,2618,7.00,36.00,20.00,54.00,1,3-7-0,0,10
45,279,6.00,63.00,90.00,44.00,0,3-7-0,0,10
