Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2164,6,0,1,7,13.00,28.29,70
2,2334,6,0,1,7,13.00,26.29,54
3,1730,6,1,0,7,12.00,34.00,76
4,1986,6,1,0,7,12.00,31.71,64
5,2335,6,1,0,7,12.00,30.57,66
6,935,5,2,0,7,10.00,36.86,76
7,1981,5,2,0,7,10.00,31.14,54
8,1777,5,2,0,7,10.00,30.86,62
9,476,5,2,0,7,10.00,29.43,76
10,1802,4,1,2,7,10.00,28.29,66
11,1996,5,2,0,7,10.00,28.29,66
12,1776,5,2,0,7,10.00,25.43,56
13,1429,4,2,1,7,9.00,26.57,60
14,2201,4,2,1,7,9.00,23.43,46
15,938,4,2,1,7,9.00,18.86,64
16,1108,4,3,0,7,8.00,35.43,54
17,1448,4,3,0,7,8.00,29.71,52
18,1939,4,3,0,7,8.00,28.86,66
19,1806,4,3,0,7,8.00,28.86,60
20,1763,4,3,0,7,8.00,27.43,58
21,1997,4,3,0,7,8.00,25.71,44
22,2167,4,2,0,6,8.00,20.00,64
23,1764,3,2,2,7,8.00,16.86,54
24,2560,3,3,1,7,7.00,25.14,58
25,2410,3,3,1,7,7.00,23.71,42
26,2385,3,3,1,7,7.00,17.43,32
27,2008,3,3,1,7,7.00,16.29,52
28,1710,3,4,0,7,6.00,26.57,54
29,1827,3,4,0,7,6.00,25.14,64
30,1800,3,4,0,7,6.00,22.00,38
31,1992,3,4,0,7,6.00,20.57,52
32,1994,3,3,0,6,6.00,20.57,50
33,1752,3,4,0,7,6.00,19.71,50
34,1769,3,4,0,7,6.00,19.71,36
35,1785,3,4,0,7,6.00,19.43,46
36,2001,3,3,0,6,6.00,17.71,40
37,2376,2,3,2,7,6.00,16.00,54
38,1810,3,4,0,7,6.00,13.14,24
39,1825,3,4,0,7,6.00,12.86,46
40,909,2,4,1,7,5.00,15.71,24
41,2357,2,4,1,7,5.00,13.43,46
42,2004,1,3,3,7,5.00,12.57,42
43,2345,2,5,0,7,4.00,29.43,70
44,937,2,5,0,7,4.00,26.86,62
45,1737,2,5,0,7,4.00,26.29,66
46,1782,2,5,0,7,4.00,20.57,40
47,2012,2,5,0,7,4.00,17.14,40
48,1775,2,5,0,7,4.00,16.00,54
49,2366,2,4,0,6,4.00,15.71,26
50,1723,1,5,1,7,3.00,22.00,42
51,2353,1,5,1,7,3.00,21.14,48
52,1805,1,5,1,7,3.00,16.00,50
53,2011,1,6,0,7,2.00,19.14,52
54,2346,1,6,0,7,2.00,15.43,64
55,2030,1,4,0,5,2.00,10.00,52
