Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,967,20.00,470.00,440.00,160.00,415.00,10-0-0,0,10
2,4244,18.00,210.00,272.00,140.00,611.00,9-1-0,0,10
3,1816,16.00,340.00,397.00,250.00,354.00,8-2-0,0,10
4,3206,16.00,270.00,435.00,190.00,293.00,8-2-0,0,10
5,2472,16.00,230.00,366.00,280.00,459.00,8-2-0,0,10
6,3130,16.00,200.00,372.00,230.00,387.00,8-2-0,0,10
7,2177,16.00,170.00,357.00,150.00,417.00,8-2-0,0,10
8,3848,15.00,250.00,283.00,60.00,349.00,7-2-1,0,10
9,2175,14.00,310.00,422.00,320.00,482.00,7-3-0,0,10
10,3293,14.00,280.00,331.00,140.00,389.00,7-3-0,0,10
11,2491,14.00,260.00,392.00,220.00,254.00,7-3-0,0,10
12,3928,14.00,220.00,337.00,210.00,526.00,7-3-0,0,10
13,4762,14.00,170.00,266.00,150.00,494.00,7-3-0,0,10
14,3090,14.00,170.00,247.00,80.00,454.00,7-3-0,0,10
15,4607,13.00,260.00,275.00,270.00,350.00,6-3-1,0,10
16,2883,13.00,180.00,382.00,210.00,371.00,6-3-1,0,10
17,2606,13.00,170.00,259.00,50.00,247.00,6-3-1,0,10
18,2220,12.00,370.00,333.00,200.00,227.00,6-4-0,0,10
19,4687,12.00,320.00,256.00,170.00,449.00,6-4-0,0,10
20,3042,12.00,280.00,352.00,90.00,171.00,6-4-0,0,10
21,2549,12.00,220.00,199.00,130.00,287.00,6-4-0,0,10
22,4632,12.00,130.00,156.00,110.00,285.00,6-4-0,0,10
23,3610,12.00,100.00,252.00,140.00,460.00,6-4-0,0,10
24,3926,11.00,270.00,295.00,90.00,130.00,5-4-1,0,10
25,5275,11.00,190.00,200.00,110.00,297.00,5-4-1,0,10
26,4778,11.00,140.00,370.00,140.00,273.00,5-4-1,0,10
27,2129,11.00,120.00,312.00,80.00,546.00,5-4-1,0,10
28,3691,11.00,100.00,301.00,50.00,315.00,5-4-1,0,10
29,3883,10.00,280.00,345.00,200.00,318.00,5-4-0,1,10
30,3290,10.00,200.00,283.00,130.00,334.00,5-5-0,0,10
31,4239,10.00,160.00,312.00,110.00,390.00,5-5-0,0,10
32,2847,10.00,100.00,217.00,60.00,331.00,5-5-0,0,10
33,2532,10.00,90.00,234.00,60.00,342.00,5-5-0,0,10
34,4480,10.00,80.00,169.00,50.00,489.00,5-5-0,0,10
35,2531,9.00,220.00,221.00,100.00,301.00,4-5-1,0,10
36,3633,9.00,170.00,222.00,90.00,297.00,4-5-1,0,10
37,3026,9.00,160.00,191.00,150.00,203.00,4-5-1,0,10
38,2207,9.00,140.00,261.00,70.00,329.00,4-5-1,0,10
39,2225,9.00,120.00,276.00,90.00,227.00,4-5-1,0,10
40,4665,8.00,300.00,327.00,180.00,238.00,4-6-0,0,10
41,2989,8.00,220.00,191.00,70.00,276.00,4-6-0,0,10
42,3134,8.00,210.00,223.00,70.00,232.00,4-6-0,0,10
43,3699,8.00,170.00,256.00,120.00,352.00,4-6-0,0,10
44,4225,8.00,150.00,200.00,170.00,203.00,4-6-0,0,10
45,4277,8.00,140.00,232.00,90.00,374.00,4-6-0,0,10
46,3261,8.00,120.00,206.00,90.00,350.00,4-6-0,0,10
47,2239,8.00,110.00,211.00,150.00,258.00,4-6-0,0,10
48,2169,6.00,120.00,265.00,90.00,185.00,3-7-0,0,10
49,3690,6.00,120.00,190.00,80.00,203.00,3-6-0,1,10
50,2525,5.00,120.00,220.00,100.00,338.00,2-7-1,0,10
51,5339,5.00,80.00,237.00,130.00,313.00,2-7-1,0,10
52,3275,4.00,170.00,268.00,60.00,265.00,2-8-0,0,10
53,3298,4.00,170.00,207.00,130.00,222.00,2-8-0,0,10
54,2574,4.00,110.00,288.00,80.00,144.00,2-8-0,0,10
55,3722,4.00,50.00,237.00,100.00,179.00,2-8-0,0,10
56,2143,3.00,90.00,178.00,100.00,206.00,1-8-1,0,10
57,4648,2.00,140.00,193.00,60.00,152.00,1-9-0,0,10
58,2654,2.00,120.00,253.00,100.00,181.00,1-9-0,0,10
59,2667,2.00,90.00,216.00,70.00,155.00,1-9-0,0,10
60,3023,1.00,100.00,198.00,30.00,163.00,0-9-1,0,10
