Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2645,10,2,0,12,20.00,42.58,68
2,904,10,2,0,12,20.00,36.25,89
3,123,9,3,0,12,18.00,38.91,70
4,85,9,3,0,12,18.00,33.91,108
5,201,8,4,0,12,16.00,38.66,95
6,1596,8,4,0,12,16.00,37.50,64
7,1918,8,4,0,12,16.00,36.00,78
8,703,8,4,0,12,16.00,33.50,70
9,3115,7,5,0,12,14.00,41.41,86
10,2246,7,5,0,12,14.00,39.58,100
11,1783,7,5,0,12,14.00,38.50,60
12,2771,7,5,0,12,14.00,37.16,83
13,141,7,5,0,12,14.00,36.66,94
14,2612,7,5,0,12,14.00,35.66,100
15,2405,7,5,0,12,14.00,35.41,78
16,314,7,5,0,12,14.00,35.33,95
17,247,7,5,0,12,14.00,35.33,78
18,2188,6,6,0,12,12.00,41.41,86
19,2245,6,6,0,12,12.00,40.50,89
20,857,6,6,0,12,12.00,40.25,83
21,2834,6,6,0,12,12.00,40.25,71
22,47,6,6,0,12,12.00,39.75,74
23,2153,6,5,0,11,12.00,38.33,91
24,2619,6,6,0,12,12.00,36.66,94
25,2586,6,5,0,11,12.00,31.83,74
26,1322,5,7,0,12,10.00,38.08,68
27,1216,5,7,0,12,10.00,32.50,108
28,49,5,7,0,12,10.00,30.66,108
29,216,4,8,0,12,8.00,43.33,69
30,1711,4,8,0,12,8.00,41.33,58
31,288,4,8,0,12,8.00,40.66,60
32,2604,4,8,0,12,8.00,38.58,70
33,1506,4,8,0,12,8.00,33.75,70
34,858,3,9,0,12,6.00,37.08,53
35,1896,3,9,0,12,6.00,36.66,95
36,1254,2,10,0,12,4.00,38.08,68
37,440,2,10,0,12,4.00,33.16,56
38,2959,2,10,0,12,4.00,30.83,52
