Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1311,22.00,80.00,50.00,84.00,6,8-1-0,0,9
2,1771,20.00,59.00,10.00,100.00,4,8-1-0,0,9
3,1261,18.00,52.00,50.00,66.00,4,7-2-0,0,9
4,3776,17.00,41.00,30.00,42.00,4,6-2-1,0,9
5,590,16.00,79.00,50.00,27.00,4,6-3-0,0,9
6,4080,16.00,64.00,50.00,69.00,2,7-2-0,0,9
7,2415,15.00,98.00,30.00,103.00,2,6-2-1,0,9
8,34,15.00,86.00,10.00,61.00,2,6-2-1,0,9
9,3824,15.00,57.00,50.00,36.00,2,6-2-1,0,9
10,1683,15.00,53.00,80.00,47.00,0,7-1-1,0,9
11,2974,14.00,86.00,20.00,63.00,2,6-3-0,0,9
12,3600,14.00,84.00,30.00,18.00,0,7-2-0,0,9
13,832,14.00,61.00,50.00,34.00,4,5-4-0,0,9
14,4177,14.00,42.00,30.00,41.00,2,6-3-0,0,9
15,3265,13.00,66.00,30.00,48.00,2,5-3-1,0,9
16,2918,13.00,26.00,10.00,63.00,2,5-3-1,0,9
17,4189,12.00,72.00,40.00,59.00,0,6-3-0,0,9
18,3224,12.00,52.00,20.00,38.00,2,4-3-2,0,9
19,3573,12.00,41.00,40.00,70.00,2,5-4-0,0,9
20,1648,12.00,34.00,0,45.00,4,4-5-0,0,9
21,3318,12.00,29.00,40.00,37.00,4,4-5-0,0,9
22,2655,12.00,22.00,10.00,31.00,2,4-3-2,0,9
23,4188,11.00,30.00,40.00,35.00,2,4-4-1,0,9
24,587,11.00,27.00,40.00,54.00,0,5-3-1,0,9
25,3091,11.00,26.00,40.00,35.00,0,5-3-1,0,9
26,1379,11.00,23.00,10.00,31.00,6,2-6-1,0,9
27,4323,11.00,17.00,30.00,22.00,2,4-4-1,0,9
28,1746,11.00,14.00,20.00,26.00,4,3-5-1,0,9
29,3959,11.00,12.00,30.00,38.00,0,5-3-1,0,9
30,3139,10.00,40.00,50.00,53.00,4,3-6-0,0,9
31,3344,10.00,39.00,30.00,67.00,0,5-4-0,0,9
32,343,10.00,38.00,60.00,69.00,0,5-4-0,0,9
33,4193,10.00,30.00,20.00,42.00,2,4-5-0,0,9
34,3976,10.00,28.00,30.00,20.00,2,3-4-2,0,9
35,1877,10.00,28.00,10.00,33.00,2,3-4-2,0,9
36,1795,10.00,24.00,40.00,33.00,2,4-5-0,0,9
37,4059,10.00,18.00,30.00,40.00,2,3-4-2,0,9
38,3635,10.00,12.00,30.00,37.00,2,4-5-0,0,9
39,4026,9.00,77.00,10.00,52.00,0,4-4-1,0,9
40,1127,9.00,37.00,30.00,31.00,2,3-5-1,0,9
41,4163,9.00,30.00,20.00,23.00,0,4-4-1,0,9
42,1319,9.00,28.00,10.00,39.00,2,3-5-1,0,9
43,3329,9.00,22.00,30.00,31.00,2,3-5-1,0,9
44,1999,9.00,20.00,10.00,27.00,2,3-5-1,0,9
45,2815,9.00,4.00,30.00,56.00,2,3-4-1,1,9
46,4195,8.00,36.00,10.00,9.00,0,4-3-0,2,9
47,3653,8.00,23.00,20.00,35.00,2,3-6-0,0,9
48,1414,8.00,20.00,30.00,48.00,0,4-5-0,0,9
49,4235,7.00,5.00,20.00,22.00,2,2-6-1,0,9
50,3319,6.00,31.00,20.00,30.00,2,2-7-0,0,9
51,3581,6.00,30.00,10.00,29.00,0,3-6-0,0,9
52,2420,6.00,29.00,0,35.00,2,2-5-0,2,9
53,4240,6.00,26.00,30.00,43.00,0,3-5-0,1,9
54,3694,6.00,23.00,10.00,24.00,0,3-6-0,0,9
55,4149,6.00,22.00,10.00,24.00,0,3-4-0,2,9
56,1002,6.00,14.00,10.00,48.00,0,3-6-0,0,9
57,4148,6.00,12.00,10.00,20.00,4,1-7-0,1,9
58,4287,5.00,18.00,30.00,9.00,0,2-3-1,3,9
59,3815,4.00,12.00,10.00,39.00,0,2-7-0,0,9
60,4112,2.00,20.00,10.00,22.00,0,1-8-0,0,9
