Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,67,97.41,68,392,200,195,320,12
2,1025,88.08,24,360,260,67,346,12
3,2137,77.83,8,332,160,132,302,12
4,217,74.33,8,196,360,146,194,12
5,5053,73.83,0,224,320,114,228,12
6,1718,69.33,20,148,280,176,244,12
7,3656,65.91,44,216,280,65,204,12
8,308,65.83,0,224,260,98,226,12
9,4130,65.08,12,208,320,73,180,12
10,1,62.66,20,180,240,82,236,12
11,5478,62.58,8,148,340,59,196,12
12,4779,62.5,24,208,220,92,212,12
13,1250,61.5,38,120,360,70,162,12
14,2619,61.08,4,176,240,105,214,12
15,5046,60.58,50,204,160,147,178,12
16,2851,60.25,24,112,200,197,208,12
17,4819,59.58,30,156,280,25,230,12
18,5229,57.41,4,120,320,111,140,12
19,4377,55.91,36,172,200,57,218,12
20,4851,54.5,40,172,200,96,164,12
21,503,54.08,18,184,120,145,182,12
22,5048,54.0,4,216,80,74,280,12
23,3773,53.41,32,112,240,101,168,12
24,5650,52.91,30,152,200,75,184,12
25,4737,51.33,8,124,240,60,202,12
26,3707,50.83,20,136,200,90,170,12
27,470,49.58,10,136,200,51,198,12
28,5642,49.25,0,148,200,77,190,12
29,5703,48.66,12,108,200,100,170,12
30,5067,47.41,14,168,80,101,212,12
31,3098,46.91,4,88,200,47,242,12
32,5216,45.91,6,160,120,39,226,12
33,313,45.66,12,60,240,98,144,12
34,4507,44.33,4,140,120,76,192,12
35,5561,41.33,16,120,100,68,192,12
36,3414,36.66,8,76,180,68,144,12
37,5662,35.41,4,44,200,47,154,12
38,5225,32.08,8,96,120,51,134,12
39,5233,28.41,0,108,40,71,140,12
