Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1983,120.83,0,684,40,282,462,12
2,955,111.58,0,588,40,247,470,12
3,2550,106.91,0,576,80,209,448,12
4,2990,102.0,0,528,140,192,364,12
5,2002,89.0,0,376,100,262,342,12
6,2811,86.08,20,448,40,201,348,12
7,956,78.66,8,276,200,190,282,12
8,2192,77.83,12,288,120,238,282,12
9,1510,77.58,4,424,40,149,314,12
10,190,73.75,0,256,80,275,274,12
11,2521,73.0,4,328,80,198,278,12
12,1359,71.41,0,272,200,167,224,12
13,4057,71.16,0,280,180,134,266,12
14,847,71.16,0,328,80,188,264,12
15,5085,70.83,0,348,40,190,284,12
16,997,69.75,12,276,80,173,314,12
17,4110,63.58,4,240,80,229,222,12
18,3024,61.25,4,264,120,103,256,12
19,3192,59.91,0,192,20,253,260,12
20,4127,59.25,0,272,40,157,248,12
21,5450,59.0,0,228,120,152,226,12
22,2915,58.83,0,228,40,172,278,12
23,4692,58.16,0,232,100,158,220,12
24,5198,56.16,4,232,40,184,244,12
25,2374,55.58,4,212,120,127,222,12
26,2093,53.41,0,264,0,155,234,12
27,5497,53.08,0,196,80,133,246,12
28,4043,51.16,0,168,60,150,254,12
29,2517,50.66,8,212,80,132,182,12
30,1432,48.25,0,204,40,147,194,12
31,957,48.08,0,156,40,147,240,12
