Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,71,9,0,1,10,19.00,38.50
2,801,8,2,0,10,16.00,44.80
3,48,8,2,0,10,16.00,30.00
4,234,8,2,0,10,16.00,27.60
5,1741,7,2,1,10,15.00,42.80
6,547,7,2,1,10,15.00,22.90
7,337,7,3,0,10,14.00,37.10
8,1592,7,3,0,10,14.00,36.20
9,1519,7,3,0,10,14.00,28.40
10,2918,7,3,0,10,14.00,18.00
11,931,6,4,0,10,12.00,39.10
12,79,6,4,0,10,12.00,33.00
13,1261,6,4,0,10,12.00,31.70
14,3824,6,4,0,10,12.00,30.60
15,451,6,4,0,10,12.00,24.40
16,1655,6,4,0,10,12.00,24.00
17,1766,5,3,2,10,12.00,23.30
18,3675,6,4,0,10,12.00,14.70
19,1208,5,4,1,10,11.00,40.10
20,1249,5,5,0,10,10.00,30.20
21,3821,5,4,0,9,10.00,28.20
22,2393,5,5,0,10,10.00,24.90
23,3628,5,5,0,10,10.00,24.10
24,3797,5,5,0,10,10.00,23.00
25,3227,5,5,0,10,10.00,21.20
26,1747,4,4,1,9,9.00,32.60
27,3140,4,5,1,10,9.00,13.20
28,829,4,6,0,10,8.00,39.30
29,34,4,6,0,10,8.00,28.20
30,3516,4,6,0,10,8.00,17.20
31,1024,4,5,0,9,8.00,16.60
32,3856,3,6,1,10,7.00,28.10
33,3844,3,5,1,9,7.00,14.80
34,1421,3,7,0,10,6.00,35.30
35,379,3,7,0,10,6.00,35.00
36,3843,3,7,0,10,6.00,27.00
37,3214,3,6,0,9,6.00,26.80
38,3783,3,7,0,10,6.00,26.50
39,1466,3,7,0,10,6.00,23.20
40,3829,3,6,0,9,6.00,21.10
41,3861,3,7,0,10,6.00,20.70
42,2817,3,6,0,9,6.00,18.50
43,2973,2,7,1,10,5.00,29.80
44,2974,2,8,0,10,4.00,23.30
45,3000,2,8,0,10,4.00,22.80
46,2775,2,8,0,10,4.00,11.60
