Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1241,42.0,384.0,155.0,552.0,640.0,12-0-0,12
2,1310,36.0,300.0,260.0,343.0,605.0,10-2-0,12
3,1305,32.0,232.0,160.0,439.0,585.0,8-4-0,12
4,2013,30.0,333.0,195.0,388.0,585.0,8-4-0,12
5,772,29.0,278.0,135.0,287.0,600.0,9-3-0,12
6,4907,27.0,320.0,150.0,271.0,600.0,7-5-0,12
7,2706,27.0,294.0,155.0,217.0,605.0,6-6-0,12
8,4814,27.0,190.0,165.0,285.0,560.0,7-5-0,12
9,5807,26.0,277.0,155.0,206.0,615.0,7-5-0,12
10,4716,26.0,264.0,135.0,184.0,545.0,7-5-0,12
11,5324,26.0,198.0,170.0,204.0,570.0,7-5-0,12
12,2185,25.0,302.0,120.0,248.0,585.0,7-5-0,12
13,1325,25.0,300.0,190.0,226.0,620.0,6-6-0,12
14,3550,25.0,288.0,170.0,230.0,580.0,7-5-0,12
15,865,25.0,264.0,125.0,258.0,565.0,7-5-0,12
16,1285,25.0,254.0,170.0,240.0,610.0,6-6-0,12
17,2935,24.0,281.0,170.0,174.0,635.0,5-7-0,12
18,4519,24.0,274.0,145.0,211.0,615.0,5-7-0,12
19,5024,23.0,248.0,160.0,237.0,580.0,5-7-0,12
20,4526,22.0,288.0,135.0,264.0,520.0,7-5-0,12
21,3543,22.0,216.0,115.0,180.0,535.0,6-6-0,12
22,188,21.0,322.0,155.0,284.0,590.0,5-7-0,12
23,4917,21.0,250.0,130.0,241.0,570.0,5-7-0,12
24,4617,21.0,202.0,90.0,191.0,540.0,6-6-0,12
25,229,20.0,268.0,165.0,259.0,595.0,4-8-0,12
26,4069,20.0,246.0,125.0,218.0,550.0,5-7-0,12
27,3986,19.0,226.0,140.0,175.0,550.0,4-8-0,12
28,4936,17.0,185.0,130.0,163.0,505.0,4-8-0,12
29,5672,13.0,210.0,115.0,199.0,480.0,3-9-0,12
30,5870,12.0,279.0,135.0,172.0,575.0,2-10-0,12
31,4968,11.0,180.0,100.0,148.0,460.0,3-9-0,12
32,4152,10.0,220.0,135.0,157.0,500.0,2-10-0,12
