Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,131,22.00,132.00,80.00,84.00,4,9-1-0,0,10
2,95,22.00,111.00,50.00,83.00,6,8-2-0,0,10
3,716,22.00,92.00,100.00,146.00,2,10-0-0,0,10
4,126,22.00,66.00,70.00,139.00,6,8-2-0,0,10
5,78,21.00,56.00,60.00,61.00,4,8-1-1,0,10
6,3609,18.00,130.00,10.00,84.00,4,7-3-0,0,10
7,3467,18.00,121.00,70.00,95.00,4,7-3-0,0,10
8,58,18.00,117.00,20.00,116.00,4,7-3-0,0,10
9,138,18.00,84.00,50.00,80.00,4,7-3-0,0,10
10,319,18.00,77.00,50.00,143.00,4,7-3-0,0,10
11,1519,17.00,59.00,80.00,62.00,6,5-4-1,0,10
12,61,16.00,70.00,70.00,78.00,2,7-3-0,0,10
13,2342,16.00,55.00,40.00,130.00,2,7-3-0,0,10
14,3597,15.00,143.00,20.00,58.00,2,6-3-1,0,10
15,2791,15.00,110.00,60.00,60.00,4,5-4-1,0,10
16,133,15.00,102.00,30.00,48.00,4,5-4-1,0,10
17,3323,14.00,105.00,50.00,44.00,4,5-5-0,0,10
18,151,14.00,52.00,20.00,59.00,2,6-4-0,0,10
19,885,13.00,77.00,30.00,121.00,2,5-4-1,0,10
20,1547,13.00,59.00,30.00,71.00,4,4-5-1,0,10
21,1493,12.00,95.00,30.00,85.00,0,6-4-0,0,10
22,4403,12.00,62.00,40.00,70.00,6,3-7-0,0,10
23,1831,12.00,29.00,40.00,73.00,2,5-5-0,0,10
24,1277,12.00,24.00,10.00,98.00,4,4-6-0,0,10
25,213,11.00,61.00,50.00,74.00,0,5-4-1,0,10
26,157,11.00,60.00,50.00,78.00,0,5-4-1,0,10
27,1073,11.00,59.00,50.00,66.00,2,4-5-1,0,10
28,175,10.00,125.00,50.00,52.00,0,5-5-0,0,10
29,811,10.00,99.00,50.00,100.00,0,5-5-0,0,10
30,1824,10.00,84.00,30.00,64.00,2,4-6-0,0,10
31,134,10.00,77.00,40.00,95.00,0,5-5-0,0,10
32,1307,10.00,77.00,20.00,84.00,0,5-5-0,0,10
33,172,10.00,59.00,30.00,59.00,4,2-6-2,0,10
34,1512,10.00,53.00,40.00,83.00,2,3-5-2,0,10
35,1153,10.00,52.00,10.00,53.00,2,4-6-0,0,10
36,4034,10.00,49.00,30.00,44.00,4,2-6-2,0,10
37,501,9.00,73.00,30.00,49.00,4,2-7-1,0,10
38,1729,9.00,35.00,30.00,67.00,2,3-6-1,0,10
39,509,9.00,31.00,10.00,51.00,4,2-7-1,0,10
40,166,8.00,74.00,60.00,47.00,2,3-7-0,0,10
41,3451,8.00,74.00,30.00,32.00,0,4-6-0,0,10
42,1247,8.00,57.00,30.00,92.00,0,3-5-2,0,10
43,1058,8.00,56.00,30.00,51.00,2,3-7-0,0,10
44,238,8.00,46.00,30.00,92.00,0,4-6-0,0,10
45,1922,7.00,63.00,30.00,49.00,2,2-7-1,0,10
46,1517,7.00,49.00,50.00,47.00,2,2-7-1,0,10
47,1721,6.00,49.00,30.00,62.00,0,3-7-0,0,10
48,1289,6.00,34.00,30.00,85.00,0,3-6-0,1,10
49,20,5.00,47.00,30.00,48.00,0,2-7-1,0,10
50,3585,4.00,18.00,20.00,34.00,0,2-8-0,0,10
