Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2481,35.0,311.0,165.0,391.0,535.0,10-0-0,10
2,4021,29.0,212.0,155.0,132.0,535.0,9-1-0,10
3,1756,28.0,277.0,125.0,275.0,535.0,8-2-0,10
4,1625,28.0,258.0,130.0,310.0,500.0,8-2-0,10
5,1736,26.0,284.0,130.0,224.0,545.0,6-4-0,10
6,4646,25.0,248.0,125.0,222.0,515.0,7-3-0,10
7,3528,25.0,228.0,120.0,204.0,495.0,7-3-0,10
8,2081,25.0,221.0,220.0,149.0,520.0,8-2-0,10
9,4143,23.0,265.0,90.0,291.0,505.0,8-2-0,10
10,93,23.0,192.0,130.0,169.0,475.0,7-3-0,10
11,5847,22.0,210.0,115.0,164.0,530.0,6-4-0,10
12,2169,21.0,209.0,100.0,210.0,495.0,6-4-0,10
13,4296,19.0,219.0,135.0,149.0,490.0,6-4-0,10
14,1094,19.0,207.0,190.0,137.0,460.0,5-5-0,10
15,5442,19.0,206.0,95.0,262.0,465.0,6-4-0,10
16,876,19.0,202.0,180.0,237.0,495.0,5-5-0,10
17,2022,19.0,166.0,135.0,170.0,460.0,6-4-0,10
18,4212,18.0,230.0,120.0,156.0,510.0,5-5-0,10
19,5822,18.0,192.0,95.0,142.0,470.0,5-5-0,10
20,4213,17.0,234.0,160.0,127.0,500.0,5-5-0,10
21,1781,17.0,160.0,80.0,189.0,450.0,4-6-0,10
22,2040,16.0,224.0,130.0,82.0,515.0,4-6-0,10
23,4645,16.0,212.0,115.0,191.0,440.0,5-5-0,10
24,111,16.0,206.0,95.0,255.0,450.0,5-5-0,10
25,4096,16.0,200.0,105.0,111.0,495.0,4-6-0,10
26,1732,16.0,194.0,135.0,185.0,435.0,5-5-0,10
27,3352,15.0,120.0,125.0,132.0,455.0,3-7-0,10
28,2220,14.0,220.0,100.0,193.0,450.0,4-6-0,10
29,4314,14.0,197.0,115.0,106.0,455.0,4-6-0,10
30,4156,13.0,212.0,100.0,121.0,485.0,3-7-0,10
31,1038,13.0,113.0,70.0,162.0,410.0,4-6-0,10
32,2358,12.0,220.0,95.0,177.0,445.0,4-6-0,10
33,4655,12.0,183.0,115.0,167.0,430.0,3-7-0,10
34,2039,12.0,138.0,85.0,116.0,425.0,3-7-0,10
35,81,11.0,144.0,85.0,72.0,420.0,3-7-0,10
36,2704,10.0,112.0,90.0,87.0,405.0,2-8-0,10
37,1091,9.0,156.0,105.0,112.0,415.0,2-8-0,10
38,5541,7.0,140.0,65.0,97.0,385.0,2-8-0,10
39,2709,7.0,138.0,65.0,113.0,385.0,2-8-0,10
40,4787,6.0,113.0,65.0,116.0,395.0,1-9-0,10
