Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,293,7,0,0,7,14.00,4.86,264
2,836,6,1,0,7,12.00,7.43,246
3,75,6,1,0,7,12.00,7.00,256
4,1975,5,1,1,7,11.00,9.57,246
5,1894,5,1,1,7,11.00,8.86,56
6,768,5,1,1,7,11.00,8.00,264
7,341,5,1,1,7,11.00,3.14,56
8,1418,5,2,0,7,10.00,14.43,118
9,1748,4,1,2,7,10.00,11.71,62
10,1727,5,2,0,7,10.00,9.00,256
11,2199,5,2,0,7,10.00,7.14,58
12,1218,4,2,1,7,9.00,5.86,128
13,1464,4,2,1,7,9.00,5.57,256
14,1370,4,2,1,7,9.00,4.43,68
15,1184,3,1,3,7,9.00,2.57,23
16,614,3,2,2,7,8.00,11.71,32
17,2234,4,3,0,7,8.00,9.29,128
18,1904,4,3,0,7,8.00,8.86,128
19,1980,4,3,0,7,8.00,8.00,22
20,1933,3,2,2,7,8.00,7.71,17
21,165,4,3,0,7,8.00,6.29,32
22,612,4,3,0,7,8.00,5.14,72
23,709,3,2,2,7,8.00,1.14,52
24,175,3,3,1,7,7.00,18.00,64
25,339,3,3,1,7,7.00,14.00,62
26,484,3,3,1,7,7.00,10.00,118
27,203,3,3,1,7,7.00,7.43,58
28,2132,2,2,3,7,7.00,6.86,32
29,7,3,3,1,7,7.00,4.00,64
30,686,3,3,1,7,7.00,3.14,47
31,1719,3,3,1,7,7.00,0.86,31
32,204,2,2,3,7,7.00,0.86,8
33,1111,3,4,0,7,6.00,13.71,64
34,888,3,4,0,7,6.00,13.43,118
35,1915,3,4,0,7,6.00,11.57,264
36,1195,2,3,2,7,6.00,6.14,22
37,122,3,4,0,7,6.00,4.43,25
38,1389,3,4,0,7,6.00,2.86,32
39,1820,2,3,2,7,6.00,0.86,64
40,1599,2,4,1,7,5.00,13.29,58
41,1629,2,4,1,7,5.00,12.00,32
42,1886,2,4,1,7,5.00,6.00,64
43,1656,2,4,1,7,5.00,5.71,62
44,2121,1,3,3,7,5.00,4.86,32
45,1900,2,4,1,7,5.00,4.00,118
46,1168,2,4,1,7,5.00,3.86,54
47,1893,2,4,1,7,5.00,3.14,31
48,1446,2,4,1,7,5.00,2.29,5
49,1934,2,5,0,7,4.00,9.43,48
50,449,2,5,0,7,4.00,9.14,36
51,87,1,4,2,7,4.00,7.00,32
52,2120,2,5,0,7,4.00,5.57,32
53,1284,1,5,1,7,3.00,4.86,25
54,611,1,5,1,7,3.00,4.14,15
55,869,1,5,1,7,3.00,2.29,30
56,224,1,5,1,7,3.00,1.71,12
57,615,0,5,2,7,2.00,7.86,32
58,1849,1,6,0,7,2.00,6.86,30
