Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1678,16.00,396.00,200.00,600.00,8-0-0,0,8
2,1983,16.00,392.00,130.00,588.00,8-0-0,0,8
3,4814,16.00,360.00,180.00,367.00,8-0-0,0,8
4,2056,14.00,468.00,160.00,625.00,7-1-0,0,8
5,1310,14.00,464.00,200.00,742.00,7-1-0,0,8
6,1717,14.00,416.00,150.00,597.00,7-1-0,0,8
7,359,14.00,314.00,190.00,642.00,7-1-0,0,8
8,4564,14.00,270.00,170.00,481.00,7-1-0,0,8
9,3539,12.00,410.00,200.00,610.00,6-2-0,0,8
10,3824,12.00,352.00,150.00,633.00,6-2-0,0,8
11,1138,12.00,326.00,190.00,415.00,6-2-0,0,8
12,862,12.00,324.00,200.00,545.00,6-2-0,0,8
13,967,12.00,306.00,210.00,571.00,6-2-0,0,8
14,67,12.00,298.00,250.00,631.00,6-2-0,0,8
15,2936,12.00,290.00,220.00,396.00,6-2-0,0,8
16,148,12.00,276.00,200.00,634.00,6-2-0,0,8
17,234,12.00,260.00,210.00,511.00,6-2-0,0,8
18,2145,12.00,230.00,220.00,459.00,6-2-0,0,8
19,3990,10.00,332.00,230.00,513.00,5-3-0,0,8
20,399,10.00,326.00,210.00,433.00,5-3-0,0,8
21,103,10.00,324.00,190.00,492.00,5-3-0,0,8
22,2039,10.00,320.00,180.00,466.00,5-3-0,0,8
23,435,10.00,316.00,190.00,422.00,5-3-0,0,8
24,293,10.00,308.00,240.00,497.00,5-3-0,0,8
25,1923,10.00,304.00,190.00,466.00,5-3-0,0,8
26,1559,10.00,296.00,240.00,310.00,5-3-0,0,8
27,16,10.00,296.00,150.00,523.00,5-3-0,0,8
28,233,10.00,294.00,200.00,425.00,5-3-0,0,8
29,4063,10.00,288.00,170.00,452.00,5-3-0,0,8
30,1540,10.00,288.00,120.00,338.00,5-3-0,0,8
31,1684,10.00,282.00,210.00,463.00,5-3-0,0,8
32,230,10.00,276.00,250.00,452.00,5-3-0,0,8
33,3414,10.00,274.00,170.00,424.00,5-3-0,0,8
34,1577,10.00,272.00,180.00,293.00,5-3-0,0,8
35,4124,10.00,252.00,160.00,457.00,5-3-0,0,8
36,1708,10.00,250.00,220.00,447.00,5-3-0,0,8
37,4488,10.00,250.00,180.00,393.00,5-3-0,0,8
38,2168,10.00,230.00,230.00,487.00,5-3-0,0,8
39,4645,10.00,186.00,130.00,475.00,5-3-0,0,8
40,2130,8.00,378.00,180.00,442.00,4-4-0,0,8
41,3061,8.00,318.00,170.00,493.00,4-4-0,0,8
42,4320,8.00,318.00,160.00,455.00,4-4-0,0,8
43,2996,8.00,304.00,150.00,512.00,4-4-0,0,8
44,540,8.00,284.00,210.00,426.00,4-4-0,0,8
45,2489,8.00,282.00,180.00,451.00,4-4-0,0,8
46,3138,8.00,282.00,170.00,484.00,4-4-0,0,8
47,1706,8.00,278.00,180.00,445.00,4-4-0,0,8
48,1288,8.00,276.00,160.00,422.00,4-4-0,0,8
49,4091,8.00,260.00,140.00,375.00,4-4-0,0,8
50,3753,8.00,246.00,160.00,471.00,4-4-0,0,8
51,4125,8.00,246.00,120.00,312.00,4-4-0,0,8
52,3489,8.00,244.00,140.00,339.00,4-4-0,0,8
53,1735,8.00,242.00,170.00,295.00,4-4-0,0,8
54,1810,8.00,228.00,310.00,335.00,4-4-0,0,8
55,2383,8.00,208.00,300.00,358.00,4-4-0,0,8
56,4523,8.00,208.00,150.00,414.00,4-4-0,0,8
57,1503,8.00,190.00,140.00,485.00,4-4-0,0,8
58,1622,6.00,354.00,180.00,314.00,3-5-0,0,8
59,193,6.00,302.00,160.00,483.00,3-5-0,0,8
60,620,6.00,288.00,170.00,399.00,3-5-0,0,8
61,4080,6.00,288.00,120.00,365.00,3-5-0,0,8
62,2638,6.00,280.00,90.00,393.00,3-5-0,0,8
63,2062,6.00,276.00,110.00,354.00,3-5-0,0,8
64,3410,6.00,270.00,140.00,407.00,3-5-0,0,8
65,4516,6.00,266.00,110.00,422.00,3-5-0,0,8
66,135,6.00,264.00,120.00,416.00,3-5-0,0,8
67,4761,6.00,264.00,60.00,298.00,3-5-0,0,8
68,4159,6.00,254.00,160.00,352.00,3-5-0,0,8
69,1918,6.00,252.00,170.00,382.00,3-5-0,0,8
70,3660,6.00,250.00,130.00,267.00,3-5-0,0,8
71,968,6.00,230.00,170.00,428.00,3-5-0,0,8
72,1262,6.00,226.00,140.00,358.00,3-5-0,0,8
73,781,6.00,220.00,170.00,327.00,3-5-0,0,8
74,4543,6.00,212.00,110.00,311.00,3-5-0,0,8
75,4781,6.00,210.00,180.00,305.00,3-5-0,0,8
76,1816,6.00,208.00,160.00,355.00,3-5-0,0,8
77,120,6.00,190.00,170.00,297.00,3-5-0,0,8
78,4646,6.00,178.00,260.00,213.00,3-5-0,0,8
79,1421,6.00,154.00,330.00,362.00,3-5-0,0,8
80,1541,4.00,308.00,190.00,376.00,2-6-0,0,8
81,1290,4.00,286.00,120.00,337.00,2-6-0,0,8
82,2187,4.00,276.00,180.00,359.00,2-6-0,0,8
83,4716,4.00,270.00,140.00,372.00,2-6-0,0,8
84,1939,4.00,260.00,160.00,360.00,2-6-0,0,8
85,3354,4.00,256.00,160.00,437.00,2-6-0,0,8
86,4667,4.00,246.00,60.00,306.00,2-6-0,0,8
87,3239,4.00,218.00,160.00,245.00,2-6-0,0,8
88,932,4.00,218.00,150.00,354.00,2-6-0,0,8
89,2220,4.00,216.00,140.00,217.00,2-6-0,0,8
90,2914,4.00,208.00,130.00,368.00,2-6-0,0,8
91,2910,4.00,204.00,80.00,266.00,2-6-0,0,8
92,3374,4.00,192.00,170.00,362.00,2-6-0,0,8
93,2836,4.00,176.00,90.00,237.00,2-6-0,0,8
94,3926,4.00,156.00,180.00,249.00,2-6-0,0,8
95,4610,4.00,132.00,200.00,235.00,2-6-0,0,8
96,1306,4.00,124.00,170.00,195.00,2-6-0,0,8
97,3387,2.00,266.00,130.00,362.00,1-7-0,0,8
98,4122,2.00,232.00,160.00,182.00,1-7-0,0,8
99,4464,2.00,212.00,80.00,319.00,1-7-0,0,8
100,4576,2.00,188.00,100.00,363.00,1-7-0,0,8
