Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2039,7,1,0,8,14.00,48.50,105
2,2506,7,1,0,8,14.00,46.62,85
3,2970,7,1,0,8,14.00,45.75,102
4,1652,7,1,0,8,14.00,44.87,98
5,1675,6,2,0,8,12.00,49.75,77
6,1024,6,2,0,8,12.00,48.50,95
7,167,6,2,0,8,12.00,48.25,85
8,1625,6,2,0,8,12.00,48.00,102
9,1732,6,2,0,8,12.00,42.25,89
10,1736,6,2,0,8,12.00,41.12,78
11,1816,6,2,0,8,12.00,40.00,62
12,2826,5,3,0,8,10.00,51.37,84
13,537,5,3,0,8,10.00,48.25,80
14,2062,5,3,0,8,10.00,48.00,105
15,2481,5,3,0,8,10.00,47.62,78
16,1714,5,3,0,8,10.00,46.62,87
17,2338,5,3,0,8,10.00,43.00,105
18,2530,5,3,0,8,10.00,43.00,90
19,2574,5,3,0,8,10.00,42.37,85
20,2940,5,3,0,8,10.00,41.75,67
21,1268,5,3,0,8,10.00,40.75,102
22,269,4,4,0,8,8.00,50.37,90
23,1103,4,4,0,8,8.00,50.25,82
24,2709,4,4,0,8,8.00,50.00,98
25,1850,4,4,0,8,8.00,48.37,76
26,93,4,4,0,8,8.00,48.25,80
27,2547,4,4,0,8,8.00,48.00,75
28,1739,4,4,0,8,8.00,47.12,66
29,1306,4,4,0,8,8.00,46.25,87
30,2830,4,4,0,8,8.00,45.25,90
31,2538,4,4,0,8,8.00,42.87,70
32,2194,4,4,0,8,8.00,40.50,102
33,447,4,4,0,8,8.00,37.75,54
34,2077,3,5,0,8,6.00,53.62,90
35,706,3,4,0,7,6.00,46.37,74
36,1535,3,5,0,8,6.00,45.62,85
37,2116,3,5,0,8,6.00,44.37,62
38,120,3,5,0,8,6.00,42.62,75
39,2549,3,5,0,8,6.00,42.12,88
40,2500,3,5,0,8,6.00,41.12,68
41,2817,3,5,0,8,6.00,39.75,80
42,1091,3,5,0,8,6.00,38.75,102
43,2022,3,5,0,8,6.00,38.75,84
44,2202,2,6,0,8,4.00,45.00,64
45,171,2,6,0,8,4.00,41.25,56
46,1864,2,6,0,8,4.00,37.12,96
47,1259,1,7,0,8,2.00,49.12,68
48,141,1,7,0,8,2.00,45.12,68
49,930,1,7,0,8,2.00,44.25,87
50,2946,1,7,0,8,2.00,43.62,96
51,1716,1,7,0,8,2.00,42.75,69
52,2437,1,7,0,8,2.00,42.25,69
53,3110,1,7,0,8,2.00,40.00,62
