Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,1923,9,1,0,10,18.00,44.90
2,69,8,1,0,9,16.00,38.44
3,177,8,1,0,9,16.00,33.77
4,195,8,1,0,9,16.00,25.66
5,230,7,3,0,10,14.00,44.10
6,716,7,2,0,9,14.00,37.11
7,175,7,3,0,10,14.00,35.30
8,1124,7,3,0,10,14.00,34.50
9,1071,7,3,0,10,14.00,30.90
10,383,7,3,0,10,14.00,29.40
11,694,7,2,0,9,14.00,25.50
12,2067,6,4,0,10,12.00,46.80
13,237,6,4,0,10,12.00,41.20
14,176,6,4,0,10,12.00,40.20
15,20,6,4,0,10,12.00,38.80
16,1027,6,4,0,10,12.00,30.00
17,558,6,4,0,10,12.00,27.60
18,1699,6,4,0,10,12.00,24.40
19,2791,6,4,0,10,12.00,21.20
20,3461,6,4,0,10,12.00,17.70
21,533,6,4,0,10,12.00,17.10
22,743,5,5,0,10,10.00,38.40
23,181,5,5,0,10,10.00,34.70
24,155,5,5,0,10,10.00,34.50
25,2168,5,5,0,10,10.00,34.10
26,3125,5,5,0,10,10.00,32.60
27,714,5,5,0,10,10.00,32.40
28,3585,5,5,0,10,10.00,31.40
29,501,5,5,0,10,10.00,30.80
30,1073,5,5,0,10,10.00,29.30
31,2836,5,5,0,10,10.00,29.30
32,2170,5,5,0,10,10.00,26.60
33,3146,5,5,0,10,10.00,26.30
34,3654,5,5,0,10,10.00,21.80
35,3719,5,4,0,9,10.00,20.10
36,2064,5,5,0,10,10.00,19.90
37,571,4,5,0,9,8.00,36.20
38,173,4,6,0,10,8.00,34.10
39,126,4,6,0,10,8.00,28.80
40,3104,4,5,0,9,8.00,24.80
41,3525,4,6,0,10,8.00,23.30
42,1601,4,5,0,9,8.00,19.20
43,869,4,6,0,10,8.00,17.40
44,3718,4,4,0,8,8.00,15.50
45,1991,3,7,0,10,6.00,29.40
46,2785,3,7,0,10,6.00,26.40
47,3464,3,7,0,10,6.00,26.30
48,3555,3,7,0,10,6.00,25.90
49,3634,3,7,0,10,6.00,25.60
50,1740,3,7,0,10,6.00,21.60
51,3141,3,7,0,10,6.00,17.80
52,999,2,7,0,9,4.00,22.40
53,178,2,8,0,10,4.00,21.80
54,1784,2,6,0,8,4.00,11.90
55,3182,1,8,0,9,2.00,20.55
56,3204,1,9,0,10,2.00,19.80
57,663,1,9,0,10,2.00,18.90
58,157,1,8,0,9,2.00,9.66
