Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,2054,12,0,0,12,24.00,20.08
2,1918,11,1,0,12,22.00,22.66
3,67,10,2,0,12,20.00,36.00
4,226,10,2,0,12,20.00,25.91
5,27,9,3,0,12,18.00,26.41
6,2767,9,3,0,12,18.00,24.91
7,3234,9,3,0,12,18.00,24.33
8,74,8,4,0,12,16.00,30.33
9,2000,8,4,0,12,16.00,15.41
10,1718,8,4,0,12,16.00,14.91
11,3875,7,5,0,12,14.00,23.50
12,857,7,5,0,12,14.00,16.75
13,2153,7,5,0,12,14.00,13.33
14,3603,7,4,0,11,14.00,12.66
15,141,6,6,0,12,12.00,22.16
16,904,6,5,0,11,12.00,20.16
17,3452,6,6,0,12,12.00,19.00
18,85,6,6,0,12,12.00,14.50
19,3458,6,6,0,12,12.00,14.25
20,2245,6,6,0,12,12.00,12.75
21,1254,6,6,0,12,12.00,12.75
22,3357,5,7,0,12,10.00,22.00
23,1711,5,7,0,12,10.00,20.83
24,2474,5,7,0,12,10.00,20.83
25,2075,5,6,0,11,10.00,20.08
26,107,5,7,0,12,10.00,19.91
27,3640,5,7,0,12,10.00,13.50
28,1896,5,7,0,12,10.00,11.58
29,3570,4,8,0,12,8.00,24.83
30,2771,4,8,0,12,8.00,20.91
31,3572,4,8,0,12,8.00,20.41
32,1189,4,7,0,11,8.00,18.58
33,858,4,8,0,12,8.00,14.66
34,244,4,7,0,11,8.00,13.83
35,3546,3,9,0,12,6.00,25.83
36,3658,3,9,0,12,6.00,21.33
37,288,3,8,0,11,6.00,18.00
38,1677,3,8,0,11,6.00,15.50
39,2405,3,9,0,12,6.00,10.41
40,216,2,10,0,12,4.00,19.33
