Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,469,24.00,490.00,270.00,924.00,12-0-0,0,12
2,33,20.00,580.00,230.00,660.00,10-2-0,0,12
3,573,20.00,330.00,270.00,689.00,10-2-0,0,12
4,910,16.00,352.00,150.00,503.00,8-4-0,0,12
5,3547,16.00,346.00,230.00,362.00,8-4-0,0,12
6,66,16.00,344.00,280.00,525.00,8-4-0,0,12
7,470,16.00,238.00,220.00,383.00,8-4-0,0,12
8,4294,16.00,200.00,490.00,529.00,8-4-0,0,12
9,2959,15.00,378.00,260.00,666.00,7-4-1,0,12
10,1250,14.00,412.00,300.00,521.00,7-5-0,0,12
11,1701,14.00,384.00,220.00,425.00,7-5-0,0,12
12,308,14.00,358.00,240.00,386.00,7-5-0,0,12
13,1023,14.00,344.00,310.00,432.00,7-5-0,0,12
14,503,14.00,342.00,210.00,458.00,7-5-0,0,12
15,85,14.00,332.00,480.00,479.00,7-5-0,0,12
16,226,14.00,328.00,240.00,529.00,7-5-0,0,12
17,3770,14.00,326.00,190.00,484.00,7-5-0,0,12
18,217,14.00,260.00,180.00,542.00,7-5-0,0,12
19,1684,13.00,336.00,230.00,636.00,6-5-1,0,12
20,247,12.00,342.00,250.00,405.00,6-6-0,0,12
21,4776,12.00,300.00,250.00,373.00,6-6-0,0,12
22,4390,11.00,372.00,230.00,427.00,5-6-1,0,12
23,326,10.00,390.00,190.00,607.00,5-7-0,0,12
24,4381,10.00,380.00,240.00,382.00,5-7-0,0,12
25,3175,10.00,344.00,160.00,411.00,5-7-0,0,12
26,904,10.00,306.00,260.00,418.00,5-7-0,0,12
27,4811,10.00,242.00,190.00,358.00,5-7-0,0,12
28,2246,10.00,236.00,200.00,373.00,5-7-0,0,12
29,815,9.00,336.00,250.00,354.00,4-7-1,0,12
30,313,9.00,290.00,160.00,390.00,4-7-1,0,12
31,3302,8.00,382.00,230.00,475.00,4-8-0,0,12
32,3707,8.00,346.00,260.00,417.00,4-8-0,0,12
33,3357,8.00,312.00,250.00,327.00,4-8-0,0,12
34,240,8.00,306.00,170.00,368.00,4-8-0,0,12
35,2337,8.00,296.00,190.00,327.00,4-8-0,0,12
36,4395,8.00,262.00,160.00,259.00,4-8-0,0,12
37,302,7.00,324.00,100.00,343.00,3-8-1,0,12
38,3536,6.00,296.00,180.00,277.00,3-9-0,0,12
39,4755,6.00,212.00,190.00,416.00,3-9-0,0,12
40,4398,2.00,216.00,100.00,400.00,1-11-0,0,12
