Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1778,9,2,0,11,18.00,20.91,56
2,1318,8,2,1,11,17.00,20.91,60
3,1983,8,2,1,11,17.00,19.45,74
4,2412,8,3,0,11,16.00,29.64,60
5,2046,8,3,0,11,16.00,28.73,54
6,2660,7,3,1,11,15.00,26.73,64
7,360,7,3,1,11,15.00,25.09,56
8,488,7,4,0,11,14.00,25.27,64
9,1510,6,4,1,11,13.00,22.55,54
10,2522,6,4,1,11,13.00,21.64,50
11,492,6,4,1,11,13.00,21.09,54
12,1258,6,4,1,11,13.00,16.18,74
13,1346,6,5,0,11,12.00,24.91,52
14,1294,6,5,0,11,12.00,24.00,66
15,2517,6,5,0,11,12.00,19.64,42
16,1570,6,5,0,11,12.00,14.91,36
17,2002,5,5,1,11,11.00,24.00,56
18,948,5,5,1,11,11.00,23.82,56
19,753,5,6,0,11,10.00,24.36,54
20,2557,4,5,2,11,10.00,12.55,56
21,949,4,7,0,11,8.00,18.91,74
22,955,4,7,0,11,8.00,14.36,60
23,2149,3,6,2,11,8.00,10.55,48
24,1696,3,7,1,11,7.00,16.73,30
25,1544,3,7,1,11,7.00,14.00,60
26,2605,3,8,0,11,6.00,17.09,48
27,2148,3,8,0,11,6.00,13.27,26
28,2555,3,6,0,9,6.00,9.82,44
29,372,2,8,1,11,5.00,16.18,40
30,1899,2,8,1,11,5.00,12.91,34
31,2147,2,9,0,11,4.00,13.82,42
