Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4189,57.54,0,108,280,141,134,11
2,1466,56.09,16,64,200,261,88,11
3,3329,54.27,6,116,200,147,128,11
4,1319,52.27,0,116,240,89,142,11
5,1746,51.54,0,104,260,63,170,11
6,5332,51.18,0,112,220,103,146,11
7,3635,49.18,6,104,160,111,166,11
8,3959,48.18,14,100,80,198,150,11
9,3600,47.9,4,40,240,153,114,11
10,1002,47.18,0,60,220,139,100,11
11,1648,45.45,6,116,140,92,164,11
12,3140,42.45,4,132,120,49,162,11
13,5109,42.09,0,48,200,109,106,11
14,1902,41.9,0,80,160,69,178,11
15,1683,41.18,12,60,160,85,136,11
16,3694,40.72,0,76,140,140,98,11
17,3266,40.0,0,108,160,72,106,11
18,2080,39.27,0,84,160,104,102,11
19,4026,39.0,10,72,180,61,112,11
20,1311,38.9,0,68,160,112,100,11
21,2556,37.9,8,128,80,81,132,11
22,4941,36.81,4,64,140,119,84,11
23,5536,36.09,0,52,160,109,94,11
24,3506,34.54,0,100,80,92,126,11
25,1795,34.54,0,80,80,134,98,11
26,5734,34.45,0,36,240,73,80,11
27,2918,33.45,0,36,160,74,116,11
28,4240,32.09,0,60,120,99,104,11
29,832,30.0,0,48,120,96,120,11
30,1369,29.9,0,72,100,45,118,11
31,5002,29.18,0,16,80,111,132,11
32,3344,28.81,0,40,120,87,100,11
33,1912,28.63,0,60,40,137,108,11
34,3581,28.45,6,40,120,121,92,11
35,5004,27.36,6,24,80,129,62,11
36,233,26.45,0,68,120,29,104,11
37,4235,26.18,0,48,100,62,84,11
38,2393,25.9,6,24,40,117,104,11
39,3091,25.81,0,36,100,94,74,11
40,3516,23.72,0,28,100,63,70,11
41,4730,23.0,0,20,80,63,102,11
42,4188,21.54,0,32,60,49,114,11
