Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,125,24.00,330.00,537.00,280.00,511.00,12-0-0,0,12
2,3467,22.00,380.00,562.00,270.00,446.00,11-1-0,0,12
3,246,20.00,380.00,418.00,230.00,261.00,10-2-0,0,12
4,2877,16.00,400.00,430.00,280.00,234.00,8-4-0,0,12
5,1153,16.00,400.00,383.00,300.00,347.00,8-4-0,0,12
6,126,16.00,350.00,463.00,340.00,402.00,8-4-0,0,12
7,237,16.00,280.00,563.00,270.00,278.00,8-4-0,0,12
8,1058,16.00,250.00,418.00,210.00,194.00,8-4-0,0,12
9,69,16.00,110.00,438.00,240.00,346.00,8-4-0,0,12
10,2084,14.00,390.00,375.00,250.00,153.00,7-5-0,0,12
11,501,14.00,390.00,340.00,190.00,221.00,7-5-0,0,12
12,3958,14.00,260.00,382.00,140.00,157.00,7-5-0,0,12
13,1965,14.00,150.00,344.00,90.00,237.00,7-5-0,0,12
14,4908,12.00,420.00,382.00,150.00,207.00,6-6-0,0,12
15,2876,12.00,350.00,319.00,130.00,114.00,6-6-0,0,12
16,3479,12.00,310.00,368.00,250.00,186.00,6-6-0,0,12
17,1973,12.00,200.00,376.00,150.00,162.00,6-6-0,0,12
18,1761,12.00,160.00,419.00,180.00,210.00,6-6-0,0,12
19,5000,12.00,160.00,341.00,140.00,268.00,6-6-0,0,12
20,2871,12.00,150.00,392.00,160.00,177.00,6-6-0,0,12
21,4176,12.00,140.00,356.00,130.00,276.00,6-6-0,0,12
22,1922,12.00,130.00,370.00,180.00,355.00,6-6-0,0,12
23,4311,12.00,110.00,254.00,110.00,403.00,6-6-0,0,12
24,4761,10.00,250.00,403.00,200.00,301.00,5-7-0,0,12
25,3499,10.00,250.00,357.00,120.00,141.00,5-7-0,0,12
26,1073,10.00,190.00,346.00,190.00,294.00,5-7-0,0,12
27,97,10.00,170.00,236.00,100.00,186.00,5-7-0,0,12
28,1757,10.00,150.00,474.00,170.00,241.00,5-7-0,0,12
29,5347,10.00,140.00,254.00,170.00,152.00,5-7-0,0,12
30,2713,10.00,110.00,267.00,150.00,220.00,5-7-0,0,12
31,4474,8.00,250.00,313.00,120.00,117.00,4-8-0,0,12
32,157,8.00,230.00,272.00,150.00,205.00,4-8-0,0,12
33,3205,8.00,210.00,357.00,160.00,249.00,4-8-0,0,12
34,2079,8.00,150.00,392.00,170.00,164.00,4-8-0,0,12
35,2262,8.00,150.00,318.00,150.00,230.00,4-8-0,0,12
36,4151,8.00,70.00,273.00,110.00,176.00,4-8-0,0,12
37,1474,6.00,130.00,314.00,150.00,263.00,3-9-0,0,12
38,4929,6.00,130.00,228.00,130.00,165.00,3-9-0,0,12
39,1289,6.00,110.00,355.00,80.00,280.00,3-9-0,0,12
40,4796,6.00,110.00,293.00,210.00,128.00,3-9-0,0,12
