Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,971,34.00,127.00,70.00,191.00,18,8-2-0,0,10
2,1868,30.00,102.00,80.00,147.00,10,10-0-0,0,10
3,254,28.00,135.00,110.00,237.00,10,9-1-0,0,10
4,1538,28.00,116.00,90.00,133.00,14,7-3-0,0,10
5,114,27.00,61.00,50.00,75.00,16,5-4-1,0,10
6,3256,26.00,146.00,60.00,181.00,10,8-2-0,0,10
7,8,26.00,90.00,110.00,120.00,12,7-3-0,0,10
8,1280,26.00,69.00,110.00,86.00,12,7-3-0,0,10
9,3021,24.00,92.00,80.00,102.00,10,7-3-0,0,10
10,670,23.00,111.00,80.00,111.00,10,6-3-1,0,10
11,852,23.00,104.00,30.00,105.00,12,5-4-1,0,10
12,846,22.00,102.00,40.00,119.00,10,6-4-0,0,10
13,2473,22.00,77.00,50.00,59.00,10,6-4-0,0,10
14,604,22.00,69.00,80.00,82.00,14,4-6-0,0,10
15,597,22.00,62.00,20.00,133.00,12,5-5-0,0,10
16,1072,21.00,70.00,60.00,121.00,10,5-4-1,0,10
17,766,21.00,53.00,40.00,62.00,10,5-4-1,0,10
18,100,20.00,117.00,60.00,126.00,8,6-4-0,0,10
19,751,20.00,93.00,80.00,97.00,6,7-3-0,0,10
20,4047,20.00,87.00,30.00,87.00,6,7-3-0,0,10
21,115,20.00,60.00,70.00,103.00,12,4-6-0,0,10
22,2144,20.00,56.00,80.00,74.00,10,5-5-0,0,10
23,840,19.00,62.00,60.00,71.00,12,3-6-1,0,10
24,2035,18.00,91.00,30.00,73.00,10,4-6-0,0,10
25,192,18.00,86.00,40.00,90.00,8,4-4-2,0,10
26,2854,18.00,69.00,70.00,93.00,10,4-6-0,0,10
27,3022,18.00,66.00,40.00,55.00,10,3-5-2,0,10
28,581,18.00,50.00,60.00,89.00,8,5-5-0,0,10
29,649,17.00,98.00,50.00,63.00,6,5-4-1,0,10
30,1700,17.00,85.00,70.00,63.00,8,4-5-1,0,10
31,2073,17.00,80.00,70.00,93.00,8,4-5-1,0,10
32,1458,16.00,86.00,60.00,67.00,4,6-4-0,0,10
33,4255,16.00,66.00,50.00,94.00,6,4-4-2,0,10
34,1156,16.00,58.00,30.00,112.00,8,4-6-0,0,10
35,4086,15.00,83.00,50.00,106.00,8,3-6-1,0,10
36,256,15.00,66.00,50.00,71.00,4,5-4-1,0,10
37,2643,15.00,56.00,30.00,93.00,6,4-5-1,0,10
38,2367,15.00,49.00,30.00,60.00,8,2-5-3,0,10
39,3482,15.00,47.00,40.00,84.00,6,4-5-1,0,10
40,2489,14.00,61.00,30.00,77.00,8,2-6-2,0,10
41,3501,14.00,45.00,50.00,68.00,6,4-6-0,0,10
42,675,13.00,74.00,10.00,65.00,4,4-5-1,0,10
43,2135,13.00,62.00,20.00,54.00,4,4-5-1,0,10
44,1351,13.00,47.00,40.00,105.00,6,3-6-1,0,10
45,4171,13.00,29.00,50.00,37.00,10,1-8-1,0,10
46,3354,11.00,133.00,50.00,59.00,4,3-6-1,0,10
47,4186,10.00,66.00,40.00,63.00,6,2-8-0,0,10
48,253,10.00,46.00,40.00,43.00,4,3-5-0,2,10
49,2813,8.00,42.00,50.00,42.00,6,1-9-0,0,10
50,1967,7.00,29.00,20.00,25.00,6,0-9-1,0,10
