2016mnri_1,Winner,2052,
2016mnri_1,Winner,2987,
2016mnri_1,Winner,4536,
2016mnri_1,Winner,2855,
2016mnri_2,Finalist,3184,
2016mnri_2,Finalist,4215,
2016mnri_2,Finalist,1816,
2016mnri_2,Finalist,3244,
