Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1089,34.00,177.00,140.00,140.00,14,10-2-0,0,12
2,2180,33.00,202.00,80.00,138.00,15,9-3-0,0,12
3,365,31.00,214.00,150.00,207.00,15,8-4-0,0,12
4,25,28.00,175.00,100.00,264.00,8,10-2-0,0,12
5,2607,27.00,138.00,140.00,95.00,13,7-5-0,0,12
6,87,26.00,110.00,80.00,138.00,10,8-4-0,0,12
7,316,24.00,162.00,130.00,167.00,10,7-5-0,0,12
8,223,24.00,158.00,80.00,130.00,12,6-6-0,0,12
9,2590,24.00,121.00,120.00,136.00,12,6-6-0,0,12
10,2191,24.00,101.00,80.00,87.00,15,4-7-1,0,12
11,1640,22.00,176.00,90.00,126.00,10,6-6-0,0,12
12,1647,22.00,131.00,110.00,112.00,9,6-5-1,0,12
13,484,22.00,130.00,100.00,106.00,10,6-6-0,0,12
14,423,21.00,162.00,70.00,178.00,9,6-6-0,0,12
15,2729,21.00,133.00,90.00,103.00,6,7-4-1,0,12
16,204,21.00,125.00,60.00,106.00,9,6-6-0,0,12
17,1370,21.00,112.00,100.00,164.00,5,8-4-0,0,12
18,103,21.00,82.00,110.00,201.00,7,7-5-0,0,12
19,1807,20.00,160.00,50.00,119.00,9,5-6-1,0,12
20,272,20.00,144.00,90.00,121.00,6,7-5-0,0,12
21,321,20.00,124.00,90.00,123.00,6,7-5-0,0,12
22,1391,20.00,116.00,140.00,128.00,6,7-5-0,0,12
23,1626,20.00,103.00,100.00,60.00,14,3-9-0,0,12
24,1712,18.00,173.00,70.00,191.00,6,6-6-0,0,12
25,3974,18.00,148.00,110.00,107.00,0,9-3-0,0,12
26,4128,18.00,135.00,90.00,122.00,9,4-7-1,0,12
27,816,17.00,148.00,90.00,124.00,9,4-8-0,0,12
28,224,17.00,143.00,100.00,142.00,7,5-7-0,0,12
29,3167,17.00,127.00,60.00,129.00,5,6-6-0,0,12
30,2559,17.00,115.00,80.00,128.00,7,5-7-0,0,12
31,3151,17.00,75.00,90.00,84.00,9,4-8-0,0,12
32,304,16.00,102.00,100.00,100.00,10,3-9-0,0,12
33,203,16.00,94.00,50.00,76.00,10,3-9-0,0,12
34,293,16.00,92.00,70.00,161.00,8,4-8-0,0,12
35,136,16.00,82.00,40.00,131.00,8,4-8-0,0,12
36,433,15.00,136.00,70.00,82.00,7,4-8-0,0,12
37,2495,15.00,120.00,110.00,66.00,7,4-8-0,0,12
38,3607,13.00,163.00,50.00,86.00,4,4-7-1,0,12
