Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,56,8,0,0,8,16.00,9.25,136
2,522,6,0,2,8,14.00,12.75,62
3,1302,6,0,2,8,14.00,5.50,18
4,1807,6,1,1,8,13.00,7.75,260
5,395,6,2,0,8,12.00,7.00,32
6,375,5,1,2,8,12.00,5.25,132
7,1230,6,2,0,8,12.00,2.63,36
8,1211,6,2,0,8,12.00,2.00,34
9,1340,5,2,1,8,11.00,7.00,64
10,2203,4,1,3,8,11.00,6.75,32
11,1862,4,1,3,8,11.00,5.00,32
12,1884,5,2,1,8,11.00,4.50,36
13,369,5,2,1,8,11.00,4.00,34
14,2205,4,1,3,8,11.00,2.00,132
15,759,4,2,2,8,10.00,6.25,132
16,1396,4,2,2,8,10.00,4.63,30
17,1237,3,2,3,8,9.00,8.75,32
18,354,4,3,1,8,9.00,4.50,260
19,2070,3,2,3,8,9.00,2.50,54
20,11,3,3,2,8,8.00,10.00,32
21,1155,3,3,2,8,8.00,9.75,260
22,1688,3,3,2,8,8.00,8.00,43
23,1660,3,3,2,8,8.00,7.00,32
24,1989,3,3,2,8,8.00,5.75,76
25,271,3,3,2,8,8.00,5.25,32
26,896,3,3,2,8,8.00,5.00,132
27,334,4,4,0,8,8.00,5.00,43
28,1929,4,4,0,8,8.00,3.13,30
29,1698,4,4,0,8,8.00,1.50,30
30,1366,3,2,2,7,8.00,0.29,54
31,1228,3,4,1,8,7.00,6.75,68
32,1520,3,4,1,8,7.00,5.50,32
33,637,1,2,5,8,7.00,4.88,32
34,2274,3,5,0,8,6.00,12.00,68
35,694,2,4,2,8,6.00,9.00,32
36,1635,2,4,2,8,6.00,6.88,118
37,380,3,5,0,8,6.00,6.50,32
38,2265,2,4,2,8,6.00,5.00,64
39,743,2,4,2,8,6.00,4.50,118
40,1796,3,4,0,7,6.00,1.71,132
41,1600,2,5,1,8,5.00,5.50,32
42,752,2,5,1,8,5.00,3.50,12
43,333,1,4,3,8,5.00,1.75,8
44,2285,2,4,1,7,5.00,1.43,136
45,335,1,4,3,8,5.00,0.00,8
46,806,1,4,3,8,5.00,0.00,2
47,1616,1,5,2,8,4.00,7.50,20
48,1563,1,6,1,8,3.00,12.75,32
49,1880,1,6,1,8,3.00,5.25,22
50,371,1,6,1,8,3.00,5.13,30
51,711,1,6,1,8,3.00,2.75,136
52,640,1,6,1,8,3.00,1.75,8
53,421,0,5,3,8,3.00,0.50,2
