Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,910,18.00,540.00,582.00,260.00,403.00,9-2-0,0,11
2,1507,18.00,410.00,475.00,270.00,424.00,9-2-0,0,11
3,2252,16.00,490.00,402.00,250.00,368.00,8-3-0,0,11
4,846,16.00,340.00,458.00,150.00,522.00,8-3-0,0,11
5,1731,16.00,330.00,416.00,190.00,384.00,8-3-0,0,11
6,533,16.00,310.00,301.00,170.00,402.00,8-3-0,0,11
7,1317,16.00,290.00,446.00,250.00,317.00,8-3-0,0,11
8,1001,16.00,260.00,398.00,200.00,263.00,8-3-0,0,11
9,4085,16.00,250.00,416.00,240.00,426.00,8-3-0,0,11
10,263,16.00,230.00,365.00,190.00,250.00,8-3-0,0,11
11,3260,14.00,350.00,451.00,170.00,203.00,7-4-0,0,11
12,694,14.00,350.00,401.00,170.00,175.00,7-4-0,0,11
13,4930,14.00,340.00,427.00,180.00,210.00,7-4-0,0,11
14,1787,14.00,300.00,301.00,120.00,429.00,7-4-0,0,11
15,379,14.00,290.00,395.00,220.00,357.00,7-4-0,0,11
16,2632,14.00,280.00,317.00,120.00,167.00,7-4-0,0,11
17,2010,14.00,220.00,385.00,200.00,172.00,7-4-0,0,11
18,3624,14.00,150.00,386.00,150.00,233.00,7-4-0,0,11
19,378,12.00,420.00,387.00,160.00,246.00,6-5-0,0,11
20,217,12.00,350.00,477.00,240.00,363.00,6-5-0,0,11
21,303,12.00,350.00,402.00,220.00,149.00,6-5-0,0,11
22,3504,12.00,350.00,346.00,150.00,170.00,6-5-0,0,11
23,120,12.00,310.00,429.00,210.00,268.00,6-5-0,0,11
24,4269,12.00,290.00,445.00,160.00,192.00,6-5-0,0,11
25,3591,12.00,280.00,392.00,170.00,275.00,6-5-0,0,11
26,3484,12.00,210.00,338.00,130.00,91.00,6-5-0,0,11
27,4467,12.00,200.00,456.00,220.00,147.00,6-5-0,0,11
28,4601,12.00,200.00,308.00,120.00,232.00,6-5-0,0,11
29,4165,12.00,170.00,338.00,170.00,159.00,6-5-0,0,11
30,4121,10.00,200.00,293.00,140.00,237.00,5-6-0,0,11
31,2172,10.00,200.00,220.00,100.00,208.00,5-6-0,0,11
32,3201,10.00,180.00,392.00,110.00,119.00,5-6-0,0,11
33,2603,10.00,180.00,316.00,100.00,149.00,5-6-0,0,11
34,3067,10.00,160.00,421.00,150.00,121.00,5-6-0,0,11
35,451,10.00,160.00,384.00,200.00,139.00,5-6-0,0,11
36,5077,10.00,160.00,303.00,160.00,221.00,5-4-0,2,11
37,63,10.00,100.00,342.00,140.00,185.00,5-6-0,0,11
38,306,10.00,100.00,293.00,120.00,237.00,5-6-0,0,11
39,639,10.00,80.00,405.00,160.00,59.00,5-6-0,0,11
40,612,8.00,300.00,324.00,210.00,172.00,4-7-0,0,11
41,4611,8.00,290.00,425.00,200.00,427.00,4-7-0,0,11
42,1308,6.00,160.00,316.00,120.00,190.00,3-8-0,0,11
43,1590,6.00,120.00,339.00,100.00,200.00,3-8-0,0,11
44,2399,6.00,120.00,287.00,60.00,173.00,3-8-0,0,11
45,3777,6.00,80.00,302.00,140.00,114.00,3-8-0,0,11
46,4675,6.00,80.00,190.00,110.00,146.00,3-5-0,3,11
47,3356,6.00,40.00,277.00,130.00,261.00,3-8-0,0,11
48,4119,6.00,40.00,181.00,70.00,133.00,3-8-0,0,11
49,4780,4.00,90.00,202.00,70.00,94.00,2-7-0,2,11
50,395,4.00,80.00,227.00,50.00,221.00,2-9-0,0,11
51,5249,4.00,60.00,307.00,120.00,120.00,2-9-0,0,11
52,2544,2.00,60.00,298.00,70.00,103.00,1-10-0,0,11
53,4142,2.00,50.00,171.00,60.00,105.00,1-10-0,0,11
54,1248,2.00,40.00,235.00,90.00,152.00,1-9-0,1,11
