Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1730,126.3,160,488,160,137,318,10
2,1806,96.8,20,516,80,62,344,10
3,4522,79.8,0,404,40,64,308,10
4,2410,79.0,26,264,160,104,242,10
5,1329,77.1,26,220,240,121,188,10
6,1939,65.0,28,204,80,150,194,10
7,2457,64.8,0,328,0,100,232,10
8,1785,61.2,20,148,120,142,188,10
9,4646,59.5,0,200,120,81,206,10
10,1723,58.6,24,164,80,156,168,10
11,5476,54.9,20,160,120,103,152,10
12,5126,54.6,0,168,120,102,168,10
13,1763,54.1,12,164,160,67,168,10
14,1775,54.0,0,148,120,112,178,10
15,4809,53.1,24,148,80,117,182,10
16,1810,52.7,0,188,80,53,206,10
17,5013,52.4,0,148,80,110,192,10
18,1777,52.3,8,116,200,97,126,10
19,1825,52.0,20,200,40,94,178,10
20,1764,51.5,34,204,0,127,156,10
21,2164,51.1,0,160,80,71,212,10
22,1737,50.4,10,132,120,74,172,10
23,3528,50.1,0,156,80,81,200,10
24,938,49.1,20,188,40,115,152,10
25,5098,48.8,4,180,80,64,178,10
26,1987,47.7,20,76,80,49,258,10
27,2167,47.5,28,128,80,81,186,10
28,2335,47.3,0,128,40,127,178,10
29,1288,44.6,12,128,40,68,204,10
30,5119,44.2,26,108,80,108,134,10
31,1802,43.9,6,136,80,35,188,10
32,5268,43.6,26,92,40,110,174,10
33,4959,43.0,4,136,80,86,140,10
34,1982,42.8,12,116,80,88,162,10
35,2357,41.4,0,112,120,76,160,10
36,4455,40.7,26,168,0,87,132,10
37,2874,40.5,0,104,80,93,146,10
38,2560,40.2,6,132,40,134,96,10
39,937,39.9,0,112,80,69,150,10
40,2353,39.7,6,100,80,69,178,10
41,1997,36.0,0,84,120,38,130,10
42,5082,35.6,20,64,40,124,114,10
43,1710,35.3,0,76,40,57,192,10
44,3485,34.9,20,92,40,71,136,10
45,3792,32.5,0,104,40,71,128,10
46,2001,32.0,0,108,0,76,154,10
47,5141,31.8,0,76,80,50,144,10
48,1984,31.4,4,84,40,44,154,10
49,1827,30.8,0,64,0,112,156,10
50,2345,30.6,0,136,40,32,150,10
51,1847,29.3,24,108,0,57,116,10
52,1769,27.6,12,100,0,54,134,10
53,1994,27.0,0,28,120,72,86,10
54,2346,25.0,0,64,40,64,106,10
