Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5254,33.0,256.0,165.0,347.0,515.0,9-1-0,10
2,1511,30.0,248.0,190.0,216.0,540.0,8-2-0,10
3,4930,30.0,234.0,200.0,165.0,540.0,8-1-1,10
4,3015,29.0,262.0,125.0,278.0,575.0,6-3-1,10
5,5240,29.0,212.0,145.0,196.0,550.0,7-2-1,10
6,20,28.0,261.0,145.0,270.0,530.0,6-4-0,10
7,2638,28.0,232.0,140.0,245.0,535.0,7-3-0,10
8,1507,28.0,230.0,145.0,228.0,560.0,7-3-0,10
9,2791,27.0,275.0,110.0,337.0,490.0,7-3-0,10
10,2010,27.0,264.0,155.0,247.0,515.0,8-2-0,10
11,639,27.0,263.0,195.0,195.0,500.0,7-3-0,10
12,810,27.0,235.0,170.0,203.0,510.0,7-3-0,10
13,2809,26.0,254.0,175.0,219.0,545.0,5-4-1,10
14,1126,26.0,196.0,140.0,178.0,495.0,7-3-0,10
15,3044,25.0,254.0,150.0,269.0,505.0,6-4-0,10
16,578,25.0,250.0,140.0,178.0,555.0,7-3-0,10
17,1450,24.0,227.0,140.0,132.0,560.0,6-4-0,10
18,3799,22.0,256.0,130.0,159.0,505.0,5-5-0,10
19,191,22.0,232.0,140.0,225.0,510.0,5-5-0,10
20,2228,22.0,232.0,130.0,202.0,510.0,5-5-0,10
21,3951,22.0,230.0,155.0,152.0,505.0,5-4-1,10
22,2340,22.0,228.0,145.0,127.0,505.0,6-4-0,10
23,340,22.0,223.0,140.0,238.0,510.0,4-6-0,10
24,5030,22.0,213.0,85.0,170.0,545.0,6-4-0,10
25,1559,22.0,210.0,140.0,169.0,530.0,4-6-0,10
26,271,22.0,206.0,145.0,121.0,540.0,6-4-0,10
27,3173,21.0,248.0,115.0,190.0,535.0,5-5-0,10
28,3003,20.0,234.0,150.0,268.0,495.0,4-6-0,10
29,1591,20.0,178.0,140.0,135.0,490.0,5-5-0,10
30,395,19.0,241.0,115.0,161.0,530.0,4-6-0,10
31,1405,19.0,215.0,195.0,164.0,500.0,4-6-0,10
32,1665,19.0,212.0,130.0,112.0,545.0,5-5-0,10
33,3157,18.0,192.0,120.0,115.0,475.0,5-5-0,10
34,3181,17.0,242.0,105.0,128.0,550.0,4-6-0,10
35,250,17.0,230.0,150.0,150.0,510.0,4-6-0,10
36,4093,16.0,246.0,140.0,217.0,460.0,4-6-0,10
37,378,16.0,243.0,135.0,210.0,505.0,3-7-0,10
38,1880,16.0,164.0,160.0,99.0,480.0,4-6-0,10
39,2383,15.0,252.0,165.0,174.0,535.0,3-7-0,10
40,174,14.0,208.0,170.0,167.0,465.0,3-6-1,10
41,4023,14.0,176.0,120.0,147.0,455.0,3-7-0,10
42,1518,13.0,218.0,170.0,113.0,485.0,3-7-0,10
43,1551,13.0,216.0,175.0,136.0,510.0,2-8-0,10
44,5433,13.0,146.0,140.0,91.0,460.0,3-7-0,10
45,1585,12.0,212.0,135.0,95.0,485.0,2-8-0,10
46,5590,11.0,192.0,120.0,123.0,425.0,2-8-0,10
47,3838,11.0,184.0,120.0,112.0,470.0,2-8-0,10
48,1765,10.0,134.0,85.0,108.0,395.0,2-7-0,10
49,73,10.0,116.0,100.0,83.0,360.0,2-7-0,10
