2004or_qm1,frc847,frc1441,frc1318,frc1258,30,35
2004or_qm10,frc1087,frc956,frc1441,frc1318,100,35
2004or_qm11,frc492,frc1294,frc1258,frc847,45,20
2004or_qm12,frc1416,frc997,frc1039,frc1430,70,35
2004or_qm13,frc1301,frc488,frc948,frc1151,10,45
2004or_qm14,frc824,frc1378,frc955,frc1130,55,25
2004or_qm15,frc360,frc1425,frc1359,frc846,40,0
2004or_qm16,frc959,frc1056,frc957,frc473,20,110
2004or_qm17,frc1432,frc1169,frc1342,frc879,20,30
2004or_qm18,frc1031,frc753,frc1433,frc949,35,65
2004or_qm19,frc1294,frc1258,frc1318,frc1087,10,45
2004or_qm2,frc956,frc492,frc1294,frc1087,50,35
2004or_qm20,frc847,frc492,frc956,frc1441,75,40
2004or_qm21,frc1430,frc1416,frc1031,frc1433,10,70
2004or_qm22,frc753,frc949,frc997,frc1039,55,90
2004or_qm23,frc1378,frc955,frc1151,frc1301,0,10
2004or_qm24,frc488,frc948,frc1130,frc824,30,15
2004or_qm25,frc473,frc959,frc1425,frc1359,35,75
2004or_qm26,frc846,frc360,frc1056,frc957,60,25
2004or_qm27,frc1169,frc1342,frc879,frc1432,20,40
2004or_qm28,frc1433,frc847,frc1087,frc997,25,20
2004or_qm29,frc1258,frc1151,frc956,frc1031,10,70
2004or_qm3,frc1151,frc1039,frc1430,frc948,20,35
2004or_qm30,frc949,frc1318,frc1342,frc1432,25,15
2004or_qm31,frc879,frc1169,frc1294,frc753,15,15
2004or_qm32,frc1416,frc473,frc492,frc1378,85,95
2004or_qm33,frc1039,frc1425,frc1441,frc488,10,5
2004or_qm34,frc955,frc1430,frc948,frc1056,15,130
2004or_qm35,frc1301,frc846,frc959,frc824,15,30
2004or_qm36,frc957,frc1130,frc360,frc1359,80,130
2004or_qm37,frc1151,frc1433,frc1432,frc847,20,25
2004or_qm38,frc997,frc1342,frc1031,frc1294,25,85
2004or_qm39,frc957,frc360,frc949,frc1169,120,30
2004or_qm4,frc997,frc1301,frc488,frc1416,65,15
2004or_qm40,frc1378,frc1087,frc753,frc879,90,20
2004or_qm41,frc1258,frc956,frc1425,frc1416,50,45
2004or_qm42,frc488,frc1039,frc1318,frc492,30,80
2004or_qm43,frc948,frc955,frc473,frc1441,140,75
2004or_qm44,frc824,frc846,frc1430,frc959,35,0
2004or_qm45,frc1359,frc1130,frc1056,frc1301,90,10
2004or_qm46,frc847,frc1031,frc360,frc1432,75,85
2004or_qm47,frc1433,frc997,frc846,frc1342,85,85
2004or_qm48,frc1359,frc949,frc1169,frc1151,70,20
2004or_qm49,frc1294,frc879,frc959,frc1130,10,15
2004or_qm5,frc1130,frc1359,frc846,frc955,50,10
2004or_qm50,frc1378,frc753,frc956,frc957,170,80
2004or_qm51,frc1416,frc1056,frc1087,frc1425,25,30
2004or_qm52,frc473,frc1258,frc824,frc1039,90,40
2004or_qm53,frc955,frc1318,frc492,frc488,85,50
2004or_qm54,frc1441,frc1430,frc1301,frc948,15,110
2004or_qm55,frc1432,frc1294,frc753,frc1359,30,70
2004or_qm56,frc1342,frc949,frc1130,frc846,25,70
2004or_qm57,frc1318,frc948,frc1031,frc1169,25,65
2004or_qm58,frc1430,frc360,frc488,frc879,60,45
2004or_qm59,frc957,frc959,frc1441,frc1433,15,30
2004or_qm6,frc1425,frc824,frc1378,frc360,0,40
2004or_qm60,frc1056,frc824,frc847,frc1416,40,80
2004or_qm61,frc1151,frc1087,frc1039,frc473,55,140
2004or_qm62,frc1301,frc955,frc997,frc1258,30,90
2004or_qm63,frc1425,frc492,frc956,frc1378,35,25
2004or_qm64,frc1342,frc753,frc948,frc1359,25,30
2004or_qm65,frc1432,frc1318,frc1130,frc1430,40,25
2004or_qm66,frc488,frc956,frc846,frc1169,65,55
2004or_qm67,frc1441,frc1425,frc949,frc879,30,35
2004or_qm68,frc492,frc1031,frc824,frc957,170,65
2004or_qm69,frc1433,frc1378,frc360,frc1294,70,70
2004or_qm7,frc879,frc957,frc473,frc1342,80,80
2004or_qm70,frc1039,frc1416,frc959,frc847,70,65
2004or_qm71,frc1087,frc1056,frc1258,frc1301,55,20
2004or_qm72,frc1151,frc473,frc955,frc997,150,95
2004or_qm73,frc879,frc948,frc1359,frc956,55,110
2004or_qm74,frc1169,frc753,frc1425,frc1130,70,35
2004or_qm75,frc1318,frc1342,frc955,frc1151,30,30
2004or_qm76,frc1378,frc1441,frc1430,frc1432,15,20
2004or_qm77,frc846,frc1031,frc473,frc492,30,50
2004or_qm78,frc1087,frc1258,frc957,frc488,60,135
2004or_qm79,frc1294,frc959,frc949,frc360,20,20
2004or_qm8,frc1056,frc1432,frc1169,frc959,5,30
2004or_qm80,frc997,frc824,frc1056,frc1433,20,40
2004or_qm81,frc847,frc1039,frc1416,frc1301,100,30
2004or_qm9,frc949,frc1031,frc753,frc1433,75,35
