Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2590,23.00,334.00,200.00,486.00,11-0-1,0,12
2,816,20.00,256.00,200.00,286.00,10-2-0,0,12
3,2729,19.00,302.00,210.00,342.00,9-2-1,0,12
4,365,18.00,290.00,150.00,273.00,9-3-0,0,12
5,2607,18.00,288.00,270.00,218.00,9-3-0,0,12
6,486,16.00,322.00,180.00,253.00,8-4-0,0,12
7,1168,16.00,232.00,350.00,240.00,8-4-0,0,12
8,1403,15.00,320.00,190.00,259.00,7-4-1,0,12
9,1218,15.00,228.00,270.00,248.00,7-4-1,0,12
10,1807,15.00,200.00,230.00,273.00,7-4-1,0,12
11,3974,14.00,330.00,210.00,306.00,7-5-0,0,12
12,1647,14.00,296.00,110.00,246.00,7-5-0,0,12
13,341,14.00,254.00,180.00,396.00,7-5-0,0,12
14,1640,14.00,228.00,90.00,482.00,7-5-0,0,12
15,2539,14.00,212.00,240.00,205.00,7-5-0,0,12
16,1495,14.00,138.00,170.00,329.00,7-5-0,0,12
17,103,12.00,300.00,230.00,359.00,6-6-0,0,12
18,357,12.00,272.00,230.00,281.00,6-6-0,0,12
19,2559,12.00,240.00,180.00,244.00,6-6-0,0,12
20,896,12.00,178.00,190.00,169.00,6-6-0,0,12
21,1712,12.00,148.00,260.00,125.00,6-6-0,0,12
22,4460,11.00,180.00,110.00,263.00,5-6-1,0,12
23,4342,10.00,284.00,100.00,237.00,5-7-0,0,12
24,1143,10.00,250.00,170.00,232.00,5-7-0,0,12
25,272,10.00,248.00,160.00,286.00,5-7-0,0,12
26,2234,10.00,198.00,130.00,241.00,5-7-0,0,12
27,25,10.00,188.00,200.00,280.00,5-7-0,0,12
28,3123,10.00,166.00,90.00,265.00,5-7-0,0,12
29,222,8.00,224.00,180.00,264.00,4-8-0,0,12
30,87,8.00,202.00,70.00,219.00,4-8-0,0,12
31,1923,8.00,194.00,220.00,196.00,4-8-0,0,12
32,304,8.00,112.00,120.00,233.00,4-8-0,0,12
33,2229,6.00,158.00,180.00,192.00,3-9-0,0,12
34,3151,6.00,134.00,150.00,239.00,3-9-0,0,12
35,708,4.00,150.00,150.00,204.00,2-10-0,0,12
36,1791,4.00,120.00,110.00,181.00,2-10-0,0,12
37,834,2.00,164.00,90.00,207.00,1-11-0,0,12
