Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,987,203.3,172,828,360,185,512,10
2,2826,174.8,174,632,280,152,516,10
3,548,173.7,40,760,240,211,492,10
4,33,160.3,66,776,160,133,468,10
5,469,158.5,0,772,160,171,488,10
6,2590,156.9,24,704,200,177,464,10
7,4362,154.7,28,612,320,193,394,10
8,1218,154.3,20,724,160,199,440,10
9,2614,153.7,88,680,200,155,414,10
10,3255,152.4,8,636,280,144,462,10
11,5413,148.5,0,660,280,93,452,10
12,3683,148.0,86,592,200,170,432,10
13,573,147.0,84,544,280,160,408,10
14,263,146.8,54,596,160,210,460,10
15,1817,143.9,0,520,360,121,450,10
16,2016,143.6,0,564,240,210,434,10
17,5576,139.5,0,548,280,157,410,10
18,125,138.0,26,540,280,118,428,10
19,1723,137.4,48,476,240,260,350,10
20,1746,137.2,20,500,320,138,394,10
21,5509,136.9,36,484,280,183,386,10
22,1124,136.0,24,624,120,170,434,10
23,3950,135.7,48,488,280,181,360,10
24,166,135.3,50,476,240,257,336,10
25,3735,133.8,28,520,240,182,368,10
26,2169,132.1,26,580,240,123,376,10
27,2228,130.8,28,528,200,146,430,10
28,781,129.7,40,504,240,155,376,10
29,3042,129.4,40,452,240,88,474,10
30,4391,129.3,32,444,240,255,328,10
31,2344,128.3,0,512,240,137,430,10
32,3688,128.2,0,504,320,112,358,10
33,4130,126.4,0,564,120,146,446,10
34,5318,126.3,42,396,280,181,376,10
35,103,125.6,28,524,160,186,364,10
36,4329,125.4,0,480,280,144,356,10
37,5015,124.1,64,428,280,147,376,10
38,2783,123.8,8,468,160,210,392,10
39,5562,123.6,14,384,240,280,324,10
40,2064,123.5,20,452,240,117,424,10
41,1676,121.9,0,504,240,163,360,10
42,1391,121.1,40,460,240,105,396,10
43,343,120.4,8,472,200,180,350,10
44,3098,119.8,100,464,160,72,402,10
45,4265,118.7,28,480,120,133,438,10
46,3266,118.2,0,464,240,154,336,10
47,5118,117.3,0,436,240,169,364,10
48,2531,116.5,42,456,200,151,322,10
49,5454,116.1,20,436,240,125,340,10
50,223,115.8,0,520,240,98,330,10
51,3501,115.7,56,368,280,129,324,10
52,2512,113.0,92,388,200,140,322,10
53,1796,112.8,20,420,280,110,310,10
54,11,112.5,20,344,320,169,278,10
55,1533,111.4,84,340,240,102,348,10
56,3620,111.3,20,468,200,117,314,10
57,2183,110.7,20,376,280,87,344,10
58,4550,110.4,20,472,120,140,364,10
59,5493,109.8,40,460,120,144,334,10
60,5771,109.7,28,432,160,141,342,10
61,4405,109.4,8,452,200,152,288,10
62,5428,108.9,10,396,160,153,382,10
63,2830,108.0,48,436,200,120,312,10
64,2609,107.1,0,488,160,99,330,10
65,4930,106.7,20,468,80,159,352,10
66,4486,106.5,0,436,200,125,304,10
67,811,104.9,4,356,240,151,298,10
68,3939,102.8,0,300,240,128,372,10
69,4799,101.7,0,336,280,133,274,10
70,78,99.8,20,396,120,186,294,10
71,2530,96.8,26,372,120,176,274,10
72,4589,96.3,20,344,160,121,318,10
73,2500,95.2,40,416,80,132,284,10
74,4918,92.3,20,320,160,107,316,10
75,5024,91.9,20,384,120,75,326,10
76,4731,67.6,0,260,80,122,232,10
