Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,148,1.8,1489.0,323.0,760.0,500.0,44.0,3-2-0,5
2,9999,1.8,1315.0,251.0,620.0,500.0,35.0,4-0-1,5
3,3478,1.8,1205.0,229.0,520.0,400.0,195.0,3-2-0,5
4,118,1.6,1343.0,211.0,620.0,450.0,158.0,2-3-0,5
5,6547,1.6,1292.0,245.0,660.0,500.0,42.0,3-2-0,5
6,9995,1.6,1252.0,98.0,600.0,500.0,32.0,4-1-0,5
7,4328,1.6,1219.0,265.0,580.0,500.0,49.0,3-1-1,5
8,3735,1.4,1395.0,310.0,720.0,600.0,0.0,2-1-2,5
9,5892,1.4,1390.0,260.0,660.0,650.0,15.0,2-1-2,5
10,3103,1.4,1350.0,175.0,560.0,600.0,0.0,3-1-1,5
11,6488,1.4,1285.0,305.0,680.0,500.0,0.0,3-1-1,5
12,5908,1.4,1220.0,305.0,640.0,450.0,0.0,3-2-0,5
13,9998,1.4,1120.0,189.0,560.0,350.0,50.0,3-2-0,5
14,3335,1.2,1475.0,310.0,680.0,550.0,0.0,2-1-2,5
15,1477,1.2,1347.0,217.0,600.0,550.0,67.0,2-2-1,5
16,5414,1.2,1200.0,130.0,580.0,500.0,0.0,3-2-0,5
17,5427,1.2,1124.0,295.0,640.0,350.0,24.0,3-2-0,5
18,3991,1.2,1050.0,240.0,580.0,400.0,0.0,2-2-1,5
19,2587,1.2,973.0,125.0,540.0,300.0,43.0,2-2-1,5
20,9996,1.2,910.0,233.0,500.0,350.0,15.0,3-2-0,5
21,4639,1.0,1236.0,250.0,660.0,400.0,1.0,2-2-1,5
22,2881,1.0,1069.0,245.0,580.0,350.0,49.0,2-3-0,5
23,3847,0.8,1115.0,305.0,620.0,350.0,85.0,2-3-0,5
24,5923,0.8,1076.0,246.0,660.0,300.0,11.0,2-3-0,5
25,3366,0.8,1069.0,148.0,580.0,300.0,44.0,1-4-0,5
26,4206,0.8,1030.0,175.0,600.0,350.0,0.0,2-3-0,5
27,9997,0.8,865.0,242.0,540.0,250.0,30.0,2-3-0,5
28,624,0.6,1296.0,284.0,660.0,400.0,61.0,1-4-0,5
29,231,0.6,1105.0,185.0,640.0,400.0,0.0,1-3-1,5
30,5829,0.6,950.0,120.0,540.0,350.0,0.0,1-3-1,5
31,2468,0.2,1082.0,251.0,580.0,400.0,12.0,0-4-1,5
32,4295,0.2,940.0,175.0,560.0,300.0,0.0,0-4-1,5
