Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,33,2.5,4107.0,909.0,2000.0,1650.0,212.0,10-2-0,12
2,494,2.5,4014.0,989.0,2040.0,1600.0,144.0,10-2-0,12
3,5155,2.3300000000000001,3875.0,788.0,1940.0,1600.0,80.0,10-2-0,12
4,4967,2.1600000000000001,3948.0,847.0,1660.0,1600.0,463.0,7-5-0,12
5,6582,1.9099999999999999,3876.0,853.0,1940.0,1650.0,21.0,8-4-0,12
6,67,1.9099999999999999,3835.0,918.0,1940.0,1550.0,120.0,8-4-0,12
7,2834,1.9099999999999999,3672.0,800.0,1920.0,1400.0,32.0,8-4-0,12
8,6066,1.9099999999999999,3657.0,712.0,1760.0,1550.0,87.0,9-3-0,12
9,2611,1.8300000000000001,3935.0,775.0,1980.0,1600.0,100.0,6-6-0,12
10,2960,1.75,3914.0,797.0,1920.0,1700.0,49.0,7-5-0,12
11,5150,1.75,3814.0,910.0,1960.0,1600.0,29.0,7-5-0,12
12,3098,1.75,3783.0,723.0,1840.0,1650.0,103.0,7-5-0,12
13,5709,1.75,3727.0,860.0,1860.0,1600.0,37.0,8-4-0,12
14,6538,1.5800000000000001,3936.0,884.0,1940.0,1650.0,96.0,6-6-0,12
15,5567,1.5800000000000001,3802.0,809.0,1880.0,1600.0,72.0,6-6-0,12
16,4325,1.5800000000000001,3690.0,879.0,1980.0,1400.0,75.0,5-7-0,12
17,2586,1.5800000000000001,3408.0,679.0,1720.0,1400.0,58.0,7-5-0,12
18,6425,1.5,3788.0,751.0,1820.0,1650.0,43.0,6-6-0,12
19,5436,1.5,3749.0,809.0,1840.0,1550.0,74.0,6-6-0,12
20,2474,1.4099999999999999,3887.0,886.0,1900.0,1650.0,72.0,5-7-0,12
21,1684,1.4099999999999999,3821.0,878.0,1860.0,1650.0,46.0,6-6-0,12
22,3542,1.3300000000000001,3741.0,688.0,1700.0,1700.0,141.0,6-6-0,12
23,469,1.3300000000000001,3726.0,826.0,1720.0,1650.0,101.0,6-6-0,12
24,4810,1.3300000000000001,3586.0,721.0,1840.0,1400.0,76.0,5-7-0,12
25,5048,1.3300000000000001,3585.0,916.0,1840.0,1500.0,35.0,6-6-0,12
26,6193,1.3300000000000001,3564.0,864.0,1780.0,1500.0,59.0,6-6-0,12
27,5069,1.3300000000000001,3474.0,827.0,1680.0,1400.0,89.0,7-5-0,12
28,5547,1.3300000000000001,3397.0,667.0,1720.0,1400.0,27.0,5-6-0,12
29,6618,1.25,3499.0,631.0,1700.0,1450.0,74.0,5-7-0,12
30,1025,1.1599999999999999,3377.0,867.0,1860.0,1250.0,57.0,4-8-0,12
31,123,1.0800000000000001,3771.0,973.0,1760.0,1650.0,106.0,5-7-0,12
32,4327,1.0800000000000001,3615.0,793.0,1800.0,1550.0,30.0,4-8-0,12
33,5067,1.0800000000000001,3541.0,825.0,1800.0,1400.0,66.0,4-8-0,12
34,3655,1.0800000000000001,3459.0,792.0,1880.0,1350.0,24.0,3-9-0,12
35,70,1.0,3672.0,808.0,1880.0,1500.0,57.0,3-9-0,12
36,2054,0.91000000000000003,3431.0,841.0,1720.0,1400.0,101.0,4-8-0,12
37,245,0.91000000000000003,3390.0,803.0,1760.0,1350.0,40.0,4-8-0,12
38,4409,0.91000000000000003,3334.0,793.0,1720.0,1350.0,29.0,4-8-0,12
39,5915,0.82999999999999996,3375.0,663.0,1680.0,1450.0,25.0,4-8-0,12
40,3175,0.66000000000000003,3374.0,860.0,1680.0,1350.0,139.0,2-10-0,12
