Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2539,20.00,376.00,230.00,362.00,10-2-0,0,12
2,341,20.00,358.00,180.00,420.00,10-2-0,0,12
3,225,20.00,336.00,200.00,737.00,10-2-0,0,12
4,4575,18.00,372.00,100.00,398.00,9-3-0,0,12
5,3974,18.00,300.00,230.00,546.00,9-3-0,0,12
6,4342,18.00,284.00,210.00,420.00,9-3-0,0,12
7,708,18.00,258.00,170.00,429.00,9-3-0,0,12
8,1640,16.00,348.00,140.00,477.00,8-4-0,0,12
9,1218,16.00,298.00,140.00,391.00,8-4-0,0,12
10,486,16.00,284.00,210.00,254.00,8-4-0,0,12
11,316,16.00,250.00,180.00,399.00,8-4-0,0,12
12,484,14.00,236.00,100.00,299.00,7-5-0,0,12
13,2229,14.00,196.00,170.00,244.00,7-5-0,0,12
14,136,12.00,228.00,90.00,290.00,6-6-0,0,12
15,357,12.00,210.00,190.00,205.00,6-6-0,0,12
16,834,12.00,202.00,200.00,273.00,6-6-0,0,12
17,4637,12.00,194.00,130.00,260.00,6-6-0,0,12
18,1495,12.00,172.00,160.00,367.00,6-6-0,0,12
19,1367,10.00,274.00,110.00,190.00,5-7-0,0,12
20,433,10.00,224.00,100.00,331.00,5-7-0,0,12
21,3167,10.00,192.00,150.00,178.00,5-6-0,1,12
22,4128,10.00,126.00,110.00,189.00,5-6-0,1,12
23,2234,8.00,190.00,80.00,234.00,4-8-0,0,12
24,1391,8.00,180.00,60.00,302.00,4-8-0,0,12
25,423,8.00,158.00,80.00,194.00,4-8-0,0,12
26,304,8.00,146.00,140.00,262.00,4-8-0,0,12
27,2180,6.00,214.00,100.00,198.00,3-9-0,0,12
28,4454,6.00,160.00,160.00,265.00,3-9-0,0,12
29,321,6.00,146.00,110.00,190.00,3-9-0,0,12
30,204,4.00,228.00,200.00,215.00,2-10-0,0,12
31,3929,4.00,138.00,100.00,212.00,2-10-0,0,12
32,4373,4.00,136.00,70.00,199.00,2-10-0,0,12
33,709,0,12.00,0,9.00,0-1-0,11,12
